time,"I(LQ|XBFR1)","I(LQ|XBFR2)","I(LQ|XBFR3)","I(LQ|XBFR4)","I(LOUT|XBFR1)","I(RX1)","I(RX2)","I(RIN)","I(LYOUT)"
2.296400e-09,7.248074e-06,9.010752e-05,2.021141e-05,2.188478e-06,1.029767e-05,-9.186722e-05,8.057803e-04,5.018017e-06,-6.101026e-09
2.296600e-09,6.473644e-06,8.983084e-05,2.028983e-05,2.199338e-06,1.052072e-05,-8.680265e-05,8.063416e-04,5.019418e-06,-2.832767e-09
2.296800e-09,5.677087e-06,8.948416e-05,2.034402e-05,2.205469e-06,1.074075e-05,-8.173456e-05,8.068711e-04,5.020180e-06,-1.187174e-09
2.297000e-09,4.884819e-06,8.908091e-05,2.037522e-05,2.206918e-06,1.095071e-05,-7.666315e-05,8.073687e-04,5.020226e-06,-1.148074e-09
2.297200e-09,4.123335e-06,8.863953e-05,2.038691e-05,2.204193e-06,1.114433e-05,-7.158864e-05,8.078344e-04,5.019541e-06,-2.537981e-09
2.297400e-09,3.416890e-06,8.818196e-05,2.038477e-05,2.198252e-06,1.131662e-05,-6.651125e-05,8.082682e-04,5.018172e-06,-5.021404e-09
2.297600e-09,2.785343e-06,8.773195e-05,2.037626e-05,2.190455e-06,1.146443e-05,-6.143120e-05,8.086702e-04,5.016224e-06,-8.124037e-09
2.297800e-09,2.242377e-06,8.731314e-05,2.037009e-05,2.182456e-06,1.158672e-05,-5.634872e-05,8.090402e-04,5.013853e-06,-1.126689e-08
2.298000e-09,1.794290e-06,8.694725e-05,2.037557e-05,2.176080e-06,1.168469e-05,-5.126402e-05,8.093782e-04,5.011251e-06,-1.381274e-08
2.298200e-09,1.439520e-06,8.665236e-05,2.040177e-05,2.173160e-06,1.176172e-05,-4.617734e-05,8.096843e-04,5.008625e-06,-1.512070e-08
2.298400e-09,1.168963e-06,8.644154e-05,2.045679e-05,2.175376e-06,1.182298e-05,-4.108888e-05,8.099585e-04,5.006178e-06,-1.460377e-08
2.298600e-09,9.670997e-07,8.632169e-05,2.054700e-05,2.184096e-06,1.187493e-05,-3.599884e-05,8.102006e-04,5.004090e-06,-1.178356e-08
2.298800e-09,8.137924e-07,8.629296e-05,2.067644e-05,2.200246e-06,1.192454e-05,-3.090744e-05,8.104108e-04,5.002498e-06,-6.336631e-09
2.299000e-09,6.865515e-07,8.634850e-05,2.084643e-05,2.224214e-06,1.197854e-05,-2.581488e-05,8.105890e-04,5.001487e-06,1.872320e-09
2.299200e-09,5.630032e-07,8.647486e-05,2.105539e-05,2.255799e-06,1.204257e-05,-2.072136e-05,8.107352e-04,5.001083e-06,1.277378e-08
2.299400e-09,4.232495e-07,8.665280e-05,2.129885e-05,2.294222e-06,1.212057e-05,-1.562706e-05,8.108494e-04,5.001254e-06,2.609498e-08
2.299600e-09,2.518352e-07,8.685879e-05,2.156978e-05,2.338176e-06,1.221427e-05,-1.053218e-05,8.109315e-04,5.001916e-06,4.137937e-08
2.299800e-09,3.909434e-08,8.706689e-05,2.185906e-05,2.385932e-06,1.232303e-05,-5.436909e-06,8.109817e-04,5.002945e-06,5.802224e-08
2.300000e-09,-2.182667e-07,8.725097e-05,2.215622e-05,2.435472e-06,1.244399e-05,-3.414248e-07,8.109998e-04,5.004196e-06,7.531889e-08
2.300200e-09,-5.173787e-07,8.738718e-05,2.245020e-05,2.484656e-06,1.257247e-05,4.754090e-06,8.109860e-04,5.005513e-06,9.252131e-08
2.300400e-09,-8.501411e-07,8.745614e-05,2.273031e-05,2.531393e-06,1.270267e-05,9.849451e-06,8.109401e-04,5.006752e-06,1.088986e-07
2.300600e-09,-1.204709e-06,8.744497e-05,2.298704e-05,2.573811e-06,1.282845e-05,1.494447e-05,8.108622e-04,5.007790e-06,1.237961e-07
2.300800e-09,-1.567311e-06,8.734848e-05,2.321299e-05,2.610409e-06,1.294412e-05,2.003894e-05,8.107522e-04,5.008538e-06,1.366902e-07
2.301000e-09,-1.924143e-06,8.716970e-05,2.340347e-05,2.640193e-06,1.304523e-05,2.513268e-05,8.106103e-04,5.008948e-06,1.472327e-07
2.301200e-09,-2.263094e-06,8.691951e-05,2.355709e-05,2.662764e-06,1.312907e-05,3.022545e-05,8.104364e-04,5.009009e-06,1.552844e-07
2.301400e-09,-2.575090e-06,8.661533e-05,2.367597e-05,2.678373e-06,1.319503e-05,3.531705e-05,8.102305e-04,5.008748e-06,1.609329e-07
2.301600e-09,-2.854925e-06,8.627928e-05,2.376568e-05,2.687926e-06,1.324454e-05,4.040726e-05,8.099926e-04,5.008223e-06,1.644950e-07
2.301800e-09,-3.101506e-06,8.593584e-05,2.383496e-05,2.692939e-06,1.328092e-05,4.549586e-05,8.097227e-04,5.007505e-06,1.665003e-07
2.302000e-09,-3.317523e-06,8.560940e-05,2.389503e-05,2.695440e-06,1.330885e-05,5.058265e-05,8.094208e-04,5.006678e-06,1.676577e-07
2.302200e-09,-3.508651e-06,8.532190e-05,2.395878e-05,2.697828e-06,1.333376e-05,5.566741e-05,8.090870e-04,5.005820e-06,1.688058e-07
2.302400e-09,-3.682410e-06,8.509089e-05,2.403969e-05,2.702689e-06,1.336116e-05,6.074994e-05,8.087213e-04,5.004996e-06,1.708482e-07
2.302600e-09,-3.846882e-06,8.492813e-05,2.415067e-05,2.712585e-06,1.339595e-05,6.583003e-05,8.083236e-04,5.004255e-06,1.746802e-07
2.302800e-09,-4.009477e-06,8.483877e-05,2.430299e-05,2.729833e-06,1.344184e-05,7.090750e-05,8.078940e-04,5.003624e-06,1.811116e-07
2.303000e-09,-4.175908e-06,8.482122e-05,2.450525e-05,2.756293e-06,1.350095e-05,7.598214e-05,8.074325e-04,5.003115e-06,1.907925e-07
2.303200e-09,-4.349539e-06,8.486763e-05,2.476264e-05,2.793190e-06,1.357363e-05,8.105376e-05,8.069392e-04,5.002723e-06,2.041511e-07
2.303400e-09,-4.531151e-06,8.496498e-05,2.507640e-05,2.840985e-06,1.365845e-05,8.612217e-05,8.064140e-04,5.002434e-06,2.213480e-07
2.303600e-09,-4.719164e-06,8.509644e-05,2.544376e-05,2.899313e-06,1.375253e-05,9.118718e-05,8.058569e-04,5.002233e-06,2.422563e-07
2.303800e-09,-4.910224e-06,8.524320e-05,2.585816e-05,2.967008e-06,1.385193e-05,9.624859e-05,8.052680e-04,5.002106e-06,2.664677e-07
2.304000e-09,-5.100066e-06,8.538627e-05,2.630977e-05,3.042193e-06,1.395220e-05,1.013062e-04,8.046474e-04,5.002045e-06,2.933269e-07
2.304200e-09,-5.284464e-06,8.550830e-05,2.678644e-05,3.122454e-06,1.404905e-05,1.063599e-04,8.039950e-04,5.002047e-06,3.219902e-07
2.304400e-09,-5.460115e-06,8.559508e-05,2.727467e-05,3.205063e-06,1.413884e-05,1.114093e-04,8.033108e-04,5.002116e-06,3.515035e-07
2.304600e-09,-5.625285e-06,8.563678e-05,2.776085e-05,3.287227e-06,1.421902e-05,1.164544e-04,8.025949e-04,5.002255e-06,3.808910e-07
2.304800e-09,-5.780115e-06,8.562850e-05,2.823241e-05,3.366347e-06,1.428838e-05,1.214950e-04,8.018474e-04,5.002466e-06,4.092446e-07
2.305000e-09,-5.926536e-06,8.557042e-05,2.867888e-05,3.440254e-06,1.434710e-05,1.265307e-04,8.010682e-04,5.002742e-06,4.358063e-07
2.305200e-09,-6.067817e-06,8.546736e-05,2.909280e-05,3.507398e-06,1.439657e-05,1.315615e-04,8.002573e-04,5.003067e-06,4.600338e-07
2.305400e-09,-6.207851e-06,8.532782e-05,2.947029e-05,3.566971e-06,1.443904e-05,1.365871e-04,7.994149e-04,5.003412e-06,4.816450e-07
2.305600e-09,-6.350320e-06,8.516284e-05,2.981143e-05,3.618966e-06,1.447722e-05,1.416073e-04,7.985409e-04,5.003741e-06,5.006374e-07
2.305800e-09,-6.497914e-06,8.498460e-05,3.012017e-05,3.664158e-06,1.451382e-05,1.466219e-04,7.976354e-04,5.004010e-06,5.172820e-07
2.306000e-09,-6.651759e-06,8.480510e-05,3.040405e-05,3.704024e-06,1.455118e-05,1.516307e-04,7.966984e-04,5.004177e-06,5.320946e-07
2.306200e-09,-6.811168e-06,8.463505e-05,3.067357e-05,3.740603e-06,1.459099e-05,1.566335e-04,7.957300e-04,5.004206e-06,5.457880e-07
2.306400e-09,-6.973770e-06,8.448297e-05,3.094131e-05,3.776325e-06,1.463418e-05,1.616301e-04,7.947301e-04,5.004078e-06,5.592114e-07
2.306600e-09,-7.135980e-06,8.435474e-05,3.122099e-05,3.813814e-06,1.468100e-05,1.666203e-04,7.936988e-04,5.003790e-06,5.732818e-07
2.306800e-09,-7.293725e-06,8.425342e-05,3.152638e-05,3.855688e-06,1.473111e-05,1.716038e-04,7.926363e-04,5.003362e-06,5.889141e-07
2.307000e-09,-7.443276e-06,8.417938e-05,3.187029e-05,3.904369e-06,1.478394e-05,1.765806e-04,7.915424e-04,5.002833e-06,6.069551e-07
2.307200e-09,-7.582021e-06,8.413071e-05,3.226368e-05,3.961922e-06,1.483887e-05,1.815504e-04,7.904172e-04,5.002256e-06,6.281256e-07
2.307400e-09,-7.709026e-06,8.410369e-05,3.271494e-05,4.029919e-06,1.489548e-05,1.865130e-04,7.892609e-04,5.001691e-06,6.529758e-07
2.307600e-09,-7.825271e-06,8.409346e-05,3.322944e-05,4.109358e-06,1.495372e-05,1.914681e-04,7.880734e-04,5.001197e-06,6.818540e-07
2.307800e-09,-7.933513e-06,8.409447e-05,3.380931e-05,4.200619e-06,1.501388e-05,1.964158e-04,7.868548e-04,5.000822e-06,7.148932e-07
2.308000e-09,-8.037808e-06,8.410109e-05,3.445356e-05,4.303476e-06,1.507652e-05,2.013556e-04,7.856051e-04,5.000595e-06,7.520141e-07
2.308200e-09,-8.142778e-06,8.410792e-05,3.515833e-05,4.417149e-06,1.514229e-05,2.062875e-04,7.843245e-04,5.000525e-06,7.929444e-07
2.308400e-09,-8.252764e-06,8.411016e-05,3.591745e-05,4.540404e-06,1.521172e-05,2.112113e-04,7.830128e-04,5.000597e-06,8.372525e-07
2.308600e-09,-8.371032e-06,8.410379e-05,3.672303e-05,4.671676e-06,1.528501e-05,2.161267e-04,7.816702e-04,5.000776e-06,8.843913e-07
2.308800e-09,-8.499191e-06,8.408573e-05,3.756621e-05,4.809213e-06,1.536185e-05,2.210336e-04,7.802968e-04,5.001015e-06,9.337487e-07
2.309000e-09,-8.636906e-06,8.405389e-05,3.843784e-05,4.951228e-06,1.544143e-05,2.259318e-04,7.788926e-04,5.001261e-06,9.847002e-07
2.309200e-09,-8.781996e-06,8.400722e-05,3.932923e-05,5.096040e-06,1.552245e-05,2.308211e-04,7.774577e-04,5.001467e-06,1.036658e-06
2.309400e-09,-8.930863e-06,8.394568e-05,4.023268e-05,5.242192e-06,1.560334e-05,2.357014e-04,7.759920e-04,5.001597e-06,1.089113e-06
2.309600e-09,-9.079183e-06,8.387019e-05,4.114199e-05,5.388549e-06,1.568247e-05,2.405723e-04,7.744957e-04,5.001629e-06,1.141668e-06
2.309800e-09,-9.222717e-06,8.378250e-05,4.205281e-05,5.534349e-06,1.575844e-05,2.454338e-04,7.729688e-04,5.001565e-06,1.194058e-06
2.310000e-09,-9.358089e-06,8.368501e-05,4.296285e-05,5.679237e-06,1.583033e-05,2.502856e-04,7.714115e-04,5.001421e-06,1.246157e-06
2.310200e-09,-9.483388e-06,8.358054e-05,4.387194e-05,5.823253e-06,1.589787e-05,2.551275e-04,7.698236e-04,5.001227e-06,1.297980e-06
2.310400e-09,-9.598469e-06,8.347204e-05,4.478199e-05,5.966806e-06,1.596148e-05,2.599594e-04,7.682054e-04,5.001020e-06,1.349670e-06
2.310600e-09,-9.704920e-06,8.336229e-05,4.569679e-05,6.110626e-06,1.602226e-05,2.647810e-04,7.665568e-04,5.000833e-06,1.401482e-06
2.310800e-09,-9.805701e-06,8.325361e-05,4.662174e-05,6.255706e-06,1.608177e-05,2.695921e-04,7.648780e-04,5.000693e-06,1.453762e-06
2.311000e-09,-9.904540e-06,8.314759e-05,4.756351e-05,6.403236e-06,1.614178e-05,2.743925e-04,7.631690e-04,5.000614e-06,1.506927e-06
2.311200e-09,-1.000521e-05,8.304492e-05,4.852958e-05,6.554536e-06,1.620401e-05,2.791820e-04,7.614298e-04,5.000594e-06,1.561438e-06
2.311400e-09,-1.011082e-05,8.294538e-05,4.952785e-05,6.710989e-06,1.626985e-05,2.839605e-04,7.596606e-04,5.000619e-06,1.617778e-06
2.311600e-09,-1.022332e-05,8.284783e-05,5.056614e-05,6.873975e-06,1.634018e-05,2.887278e-04,7.578614e-04,5.000663e-06,1.676430e-06
2.311800e-09,-1.034315e-05,8.275046e-05,5.165179e-05,7.044802e-06,1.641524e-05,2.934836e-04,7.560323e-04,5.000700e-06,1.737850e-06
2.312000e-09,-1.046937e-05,8.265107e-05,5.279118e-05,7.224643e-06,1.649474e-05,2.982278e-04,7.541733e-04,5.000703e-06,1.802448e-06
2.312200e-09,-1.059988e-05,8.254739e-05,5.398944e-05,7.414468e-06,1.657790e-05,3.029603e-04,7.522846e-04,5.000654e-06,1.870563e-06
2.312400e-09,-1.073201e-05,8.243747e-05,5.525009e-05,7.614993e-06,1.666375e-05,3.076807e-04,7.503661e-04,5.000547e-06,1.942446e-06
2.312600e-09,-1.086307e-05,8.231998e-05,5.657480e-05,7.826622e-06,1.675127e-05,3.123890e-04,7.484180e-04,5.000388e-06,2.018238e-06
2.312800e-09,-1.099097e-05,8.219444e-05,5.796324e-05,8.049414e-06,1.683969e-05,3.170850e-04,7.464404e-04,5.000194e-06,2.097958e-06
2.313000e-09,-1.111457e-05,8.206128e-05,5.941294e-05,8.283049e-06,1.692856e-05,3.217685e-04,7.444333e-04,4.999988e-06,2.181496e-06
2.313200e-09,-1.123389e-05,8.192185e-05,6.091920e-05,8.526824e-06,1.701786e-05,3.264393e-04,7.423969e-04,4.999796e-06,2.268605e-06
2.313400e-09,-1.135000e-05,8.177820e-05,6.247513e-05,8.779649e-06,1.710789e-05,3.310972e-04,7.403311e-04,4.999642e-06,2.358905e-06
2.313600e-09,-1.146466e-05,8.163279e-05,6.407171e-05,9.040065e-06,1.719915e-05,3.357421e-04,7.382361e-04,4.999539e-06,2.451885e-06
2.313800e-09,-1.157987e-05,8.148818e-05,6.569783e-05,9.306269e-06,1.729211e-05,3.403738e-04,7.361119e-04,4.999494e-06,2.546915e-06
2.314000e-09,-1.169731e-05,8.134662e-05,6.734051e-05,9.576145e-06,1.738705e-05,3.449921e-04,7.339587e-04,4.999502e-06,2.643256e-06
2.314200e-09,-1.181790e-05,8.120980e-05,6.898514e-05,9.847307e-06,1.748381e-05,3.495969e-04,7.317765e-04,4.999551e-06,2.740073e-06
2.314400e-09,-1.194150e-05,8.107863e-05,7.061580e-05,1.011714e-05,1.758170e-05,3.541880e-04,7.295654e-04,4.999624e-06,2.836455e-06
2.314600e-09,-1.206688e-05,8.095311e-05,7.221570e-05,1.038288e-05,1.767952e-05,3.587651e-04,7.273256e-04,4.999706e-06,2.931430e-06
2.314800e-09,-1.219185e-05,8.083241e-05,7.376774e-05,1.064165e-05,1.777563e-05,3.633282e-04,7.250570e-04,4.999785e-06,3.023997e-06
2.315000e-09,-1.231369e-05,8.071496e-05,7.525517e-05,1.089057e-05,1.786810e-05,3.678770e-04,7.227598e-04,4.999856e-06,3.113152e-06
2.315200e-09,-1.242964e-05,8.059874e-05,7.666236e-05,1.112689e-05,1.795500e-05,3.724114e-04,7.204341e-04,4.999922e-06,3.197926e-06
2.315400e-09,-1.253734e-05,8.048147e-05,7.797564e-05,1.134807e-05,1.803458e-05,3.769311e-04,7.180799e-04,4.999991e-06,3.277438e-06
2.315600e-09,-1.263528e-05,8.036092e-05,7.918409e-05,1.155198e-05,1.810552e-05,3.814360e-04,7.156974e-04,5.000078e-06,3.350936e-06
2.315800e-09,-1.272301e-05,8.023510e-05,8.028040e-05,1.173699e-05,1.816706e-05,3.859258e-04,7.132867e-04,5.000194e-06,3.417861e-06
2.316000e-09,-1.280114e-05,8.010246e-05,8.126145e-05,1.190220e-05,1.821903e-05,3.904004e-04,7.108477e-04,5.000348e-06,3.477890e-06
2.316200e-09,-1.287115e-05,7.996192e-05,8.212878e-05,1.204750e-05,1.826187e-05,3.948596e-04,7.083808e-04,5.000539e-06,3.530987e-06
2.316400e-09,-1.293506e-05,7.981296e-05,8.288870e-05,1.217367e-05,1.829647e-05,3.993031e-04,7.058859e-04,5.000758e-06,3.577425e-06
2.316600e-09,-1.299502e-05,7.965558e-05,8.355215e-05,1.228240e-05,1.832408e-05,4.037308e-04,7.033631e-04,5.000990e-06,3.617797e-06
2.316800e-09,-1.305289e-05,7.949024e-05,8.413417e-05,1.237627e-05,1.834608e-05,4.081425e-04,7.008125e-04,5.001210e-06,3.652996e-06
2.317000e-09,-1.310999e-05,7.931784e-05,8.465303e-05,1.245855e-05,1.836391e-05,4.125380e-04,6.982342e-04,5.001393e-06,3.684175e-06
2.317200e-09,-1.316697e-05,7.913966e-05,8.512918e-05,1.253308e-05,1.837893e-05,4.169171e-04,6.956284e-04,5.001517e-06,3.712670e-06
2.317400e-09,-1.322382e-05,7.895732e-05,8.558392e-05,1.260398e-05,1.839236e-05,4.212797e-04,6.929951e-04,5.001565e-06,3.739919e-06
2.317600e-09,-1.328013e-05,7.877276e-05,8.603801e-05,1.267533e-05,1.840531e-05,4.256256e-04,6.903345e-04,5.001532e-06,3.767354e-06
2.317800e-09,-1.333530e-05,7.858817e-05,8.651029e-05,1.275093e-05,1.841877e-05,4.299545e-04,6.876466e-04,5.001421e-06,3.796299e-06
2.318000e-09,-1.338888e-05,7.840592e-05,8.701639e-05,1.283397e-05,1.843365e-05,4.342665e-04,6.849315e-04,5.001248e-06,3.827870e-06
2.318200e-09,-1.344075e-05,7.822846e-05,8.756765e-05,1.292681e-05,1.845078e-05,4.385613e-04,6.821894e-04,5.001034e-06,3.862893e-06
2.318400e-09,-1.349126e-05,7.805817e-05,8.817030e-05,1.303081e-05,1.847088e-05,4.428388e-04,6.794203e-04,5.000805e-06,3.901842e-06
2.318600e-09,-1.354114e-05,7.789712e-05,8.882497e-05,1.314623e-05,1.849452e-05,4.470988e-04,6.766244e-04,5.000588e-06,3.944805e-06
2.318800e-09,-1.359135e-05,7.774690e-05,8.952667e-05,1.327221e-05,1.852198e-05,4.513412e-04,6.738018e-04,5.000405e-06,3.991482e-06
2.319000e-09,-1.364278e-05,7.760836e-05,9.026510e-05,1.340683e-05,1.855321e-05,4.555658e-04,6.709526e-04,5.000269e-06,4.041209e-06
2.319200e-09,-1.369600e-05,7.748141e-05,9.102543e-05,1.354732e-05,1.858766e-05,4.597725e-04,6.680770e-04,5.000190e-06,4.093009e-06
2.319400e-09,-1.375100e-05,7.736492e-05,9.178950e-05,1.369020e-05,1.862433e-05,4.639611e-04,6.651749e-04,5.000168e-06,4.145667e-06
2.319600e-09,-1.380705e-05,7.725657e-05,9.253731e-05,1.383157e-05,1.866170e-05,4.681315e-04,6.622466e-04,5.000197e-06,4.197825e-06
2.319800e-09,-1.386279e-05,7.715302e-05,9.324876e-05,1.396745e-05,1.869793e-05,4.722835e-04,6.592922e-04,5.000270e-06,4.248090e-06
2.320000e-09,-1.391637e-05,7.704997e-05,9.390548e-05,1.409408e-05,1.873093e-05,4.764169e-04,6.563118e-04,5.000378e-06,4.295144e-06
2.320200e-09,-1.396574e-05,7.694255e-05,9.449251e-05,1.420823e-05,1.875866e-05,4.805315e-04,6.533054e-04,5.000512e-06,4.337861e-06
2.320400e-09,-1.400907e-05,7.682568e-05,9.499971e-05,1.430753e-05,1.877934e-05,4.846271e-04,6.502733e-04,5.000666e-06,4.375412e-06
2.320600e-09,-1.404498e-05,7.669457e-05,9.542279e-05,1.439068e-05,1.879164e-05,4.887037e-04,6.472156e-04,5.000834e-06,4.407342e-06
2.320800e-09,-1.407288e-05,7.654519e-05,9.576371e-05,1.445761e-05,1.879494e-05,4.927609e-04,6.441323e-04,5.001010e-06,4.433632e-06
2.321000e-09,-1.409303e-05,7.637478e-05,9.603043e-05,1.450956e-05,1.878932e-05,4.967986e-04,6.410235e-04,5.001189e-06,4.454708e-06
2.321200e-09,-1.410650e-05,7.618219e-05,9.623619e-05,1.454896e-05,1.877561e-05,5.008166e-04,6.378895e-04,5.001360e-06,4.471419e-06
2.321400e-09,-1.411498e-05,7.596813e-05,9.639815e-05,1.457922e-05,1.875530e-05,5.048148e-04,6.347303e-04,5.001514e-06,4.484961e-06
2.321600e-09,-1.412050e-05,7.573518e-05,9.653573e-05,1.460445e-05,1.873034e-05,5.087929e-04,6.315459e-04,5.001636e-06,4.496770e-06
2.321800e-09,-1.412509e-05,7.548767e-05,9.666880e-05,1.462904e-05,1.870294e-05,5.127510e-04,6.283367e-04,5.001712e-06,4.508378e-06
2.322000e-09,-1.413050e-05,7.523129e-05,9.681581e-05,1.465722e-05,1.867533e-05,5.166887e-04,6.251026e-04,5.001730e-06,4.521261e-06
2.322200e-09,-1.413796e-05,7.497263e-05,9.699215e-05,1.469261e-05,1.864955e-05,5.206060e-04,6.218438e-04,5.001682e-06,4.536691e-06
2.322400e-09,-1.414810e-05,7.471851e-05,9.720888e-05,1.473791e-05,1.862725e-05,5.245028e-04,6.185605e-04,5.001568e-06,4.555607e-06
2.322600e-09,-1.416096e-05,7.447536e-05,9.747180e-05,1.479461e-05,1.860958e-05,5.283788e-04,6.152527e-04,5.001395e-06,4.578528e-06
2.322800e-09,-1.417607e-05,7.424848e-05,9.778115e-05,1.486286e-05,1.859710e-05,5.322340e-04,6.119206e-04,5.001179e-06,4.605510e-06
2.323000e-09,-1.419265e-05,7.404149e-05,9.813174e-05,1.494152e-05,1.858978e-05,5.360682e-04,6.085644e-04,5.000943e-06,4.636155e-06
2.323200e-09,-1.420978e-05,7.385588e-05,9.851364e-05,1.502834e-05,1.858703e-05,5.398812e-04,6.051841e-04,5.000715e-06,4.669671e-06
2.323400e-09,-1.422650e-05,7.369071e-05,9.891326e-05,1.512020e-05,1.858775e-05,5.436731e-04,6.017800e-04,5.000521e-06,4.704972e-06
2.323600e-09,-1.424196e-05,7.354255e-05,9.931487e-05,1.521349e-05,1.859044e-05,5.474435e-04,5.983521e-04,5.000387e-06,4.740795e-06
2.323800e-09,-1.425542e-05,7.340574e-05,9.970213e-05,1.530452e-05,1.859333e-05,5.511923e-04,5.949006e-04,5.000331e-06,4.775848e-06
2.324000e-09,-1.426625e-05,7.327276e-05,1.000599e-04,1.538984e-05,1.859445e-05,5.549194e-04,5.914256e-04,5.000362e-06,4.808933e-06
2.324200e-09,-1.427389e-05,7.313494e-05,1.003755e-04,1.546667e-05,1.859188e-05,5.586246e-04,5.879274e-04,5.000476e-06,4.839067e-06
2.324400e-09,-1.427780e-05,7.298330e-05,1.006404e-04,1.553304e-05,1.858382e-05,5.623078e-04,5.844059e-04,5.000664e-06,4.865571e-06
2.324600e-09,-1.427748e-05,7.280942e-05,1.008504e-04,1.558804e-05,1.856877e-05,5.659687e-04,5.808614e-04,5.000904e-06,4.888122e-06
2.324800e-09,-1.427245e-05,7.260640e-05,1.010062e-04,1.563182e-05,1.854570e-05,5.696073e-04,5.772940e-04,5.001171e-06,4.906771e-06
2.325000e-09,-1.426238e-05,7.236959e-05,1.011132e-04,1.566552e-05,1.851414e-05,5.732234e-04,5.737038e-04,5.001438e-06,4.921921e-06
2.325200e-09,-1.424712e-05,7.209717e-05,1.011804e-04,1.569115e-05,1.847422e-05,5.768169e-04,5.700909e-04,5.001678e-06,4.934271e-06
2.325400e-09,-1.422682e-05,7.179043e-05,1.012196e-04,1.571133e-05,1.842673e-05,5.803875e-04,5.664556e-04,5.001870e-06,4.944736e-06
2.325600e-09,-1.420193e-05,7.145361e-05,1.012437e-04,1.572900e-05,1.837301e-05,5.839352e-04,5.627978e-04,5.001999e-06,4.954348e-06
2.325800e-09,-1.417329e-05,7.109360e-05,1.012656e-04,1.574713e-05,1.831487e-05,5.874598e-04,5.591179e-04,5.002057e-06,4.964142e-06
2.326000e-09,-1.414199e-05,7.071914e-05,1.012969e-04,1.576842e-05,1.825440e-05,5.909611e-04,5.554158e-04,5.002044e-06,4.975056e-06
2.326200e-09,-1.410932e-05,7.033995e-05,1.013464e-04,1.579498e-05,1.819377e-05,5.944392e-04,5.516917e-04,5.001966e-06,4.987839e-06
2.326400e-09,-1.407661e-05,6.996566e-05,1.014201e-04,1.582824e-05,1.813497e-05,5.978937e-04,5.479459e-04,5.001837e-06,5.002980e-06
2.326600e-09,-1.404502e-05,6.960484e-05,1.015202e-04,1.586876e-05,1.807966e-05,6.013247e-04,5.441784e-04,5.001671e-06,5.020678e-06
2.326800e-09,-1.401541e-05,6.926401e-05,1.016455e-04,1.591624e-05,1.802892e-05,6.047319e-04,5.403893e-04,5.001489e-06,5.040829e-06
2.327000e-09,-1.398819e-05,6.894698e-05,1.017918e-04,1.596962e-05,1.798321e-05,6.081153e-04,5.365790e-04,5.001308e-06,5.063065e-06
2.327200e-09,-1.396327e-05,6.865437e-05,1.019525e-04,1.602725e-05,1.794224e-05,6.114747e-04,5.327475e-04,5.001147e-06,5.086802e-06
2.327400e-09,-1.394003e-05,6.838355e-05,1.021191e-04,1.608706e-05,1.790507e-05,6.148100e-04,5.288949e-04,5.001022e-06,5.111324e-06
2.327600e-09,-1.391737e-05,6.812886e-05,1.022831e-04,1.614687e-05,1.787014e-05,6.181210e-04,5.250215e-04,5.000944e-06,5.135865e-06
2.327800e-09,-1.389392e-05,6.788210e-05,1.024357e-04,1.620461e-05,1.783549e-05,6.214076e-04,5.211274e-04,5.000922e-06,5.159700e-06
2.328000e-09,-1.386814e-05,6.763344e-05,1.025698e-04,1.625851e-05,1.779894e-05,6.246697e-04,5.172128e-04,5.000961e-06,5.182214e-06
2.328200e-09,-1.383853e-05,6.737229e-05,1.026797e-04,1.630730e-05,1.775831e-05,6.279072e-04,5.132778e-04,5.001059e-06,5.202963e-06
2.328400e-09,-1.380383e-05,6.708846e-05,1.027619e-04,1.635029e-05,1.771165e-05,6.311198e-04,5.093225e-04,5.001211e-06,5.221700e-06
2.328600e-09,-1.376310e-05,6.677308e-05,1.028152e-04,1.638735e-05,1.765741e-05,6.343076e-04,5.053472e-04,5.001406e-06,5.238386e-06
2.328800e-09,-1.371581e-05,6.641948e-05,1.028405e-04,1.641892e-05,1.759459e-05,6.374703e-04,5.013519e-04,5.001629e-06,5.253170e-06
2.329000e-09,-1.366189e-05,6.602382e-05,1.028407e-04,1.644584e-05,1.752276e-05,6.406078e-04,4.973369e-04,5.001862e-06,5.266349e-06
2.329200e-09,-1.360161e-05,6.558533e-05,1.028197e-04,1.646925e-05,1.744213e-05,6.437200e-04,4.933022e-04,5.002088e-06,5.278320e-06
2.329400e-09,-1.353556e-05,6.510628e-05,1.027826e-04,1.649042e-05,1.735342e-05,6.468068e-04,4.892481e-04,5.002288e-06,5.289528e-06
2.329600e-09,-1.346449e-05,6.459167e-05,1.027343e-04,1.651061e-05,1.725781e-05,6.498680e-04,4.851746e-04,5.002447e-06,5.300408e-06
2.329800e-09,-1.338927e-05,6.404851e-05,1.026797e-04,1.653091e-05,1.715676e-05,6.529036e-04,4.810819e-04,5.002555e-06,5.311346e-06
2.330000e-09,-1.331074e-05,6.348512e-05,1.026230e-04,1.655220e-05,1.705184e-05,6.559134e-04,4.769703e-04,5.002607e-06,5.322649e-06
2.330200e-09,-1.322970e-05,6.291017e-05,1.025676e-04,1.657508e-05,1.694465e-05,6.588973e-04,4.728397e-04,5.002605e-06,5.334522e-06
2.330400e-09,-1.314686e-05,6.233181e-05,1.025155e-04,1.659984e-05,1.683660e-05,6.618552e-04,4.686905e-04,5.002555e-06,5.347073e-06
