time,"I(LOUT1)","I(LOUT2)","I(LQB|X2)","I(LQA|X2)","I(LIN|X2)"
2.617500e-10,-3.161862e-05,-3.145970e-05,-9.900711e-05,-9.914583e-05,-5.003903e-06
2.620000e-10,-3.155810e-05,-3.140633e-05,-9.884522e-05,-9.896239e-05,-5.003432e-06
2.622500e-10,-3.150759e-05,-3.136339e-05,-9.871573e-05,-9.880995e-05,-5.002555e-06
2.625000e-10,-3.147139e-05,-3.133536e-05,-9.863254e-05,-9.870182e-05,-5.001476e-06
2.627500e-10,-3.145058e-05,-3.132338e-05,-9.859927e-05,-9.864135e-05,-5.000427e-06
2.630000e-10,-3.144302e-05,-3.132529e-05,-9.860913e-05,-9.862192e-05,-4.999620e-06
2.632500e-10,-3.144392e-05,-3.133614e-05,-9.864679e-05,-9.862868e-05,-4.999212e-06
2.635000e-10,-3.144686e-05,-3.134931e-05,-9.869171e-05,-9.864182e-05,-4.999273e-06
2.637500e-10,-3.144511e-05,-3.135784e-05,-9.872232e-05,-9.864057e-05,-4.999784e-06
2.640000e-10,-3.143291e-05,-3.135577e-05,-9.872014e-05,-9.860707e-05,-5.000641e-06
2.642500e-10,-3.140647e-05,-3.133922e-05,-9.867309e-05,-9.852960e-05,-5.001682e-06
2.645000e-10,-3.136455e-05,-3.130696e-05,-9.857737e-05,-9.840439e-05,-5.002720e-06
2.647500e-10,-3.130857e-05,-3.126049e-05,-9.843766e-05,-9.823575e-05,-5.003580e-06
2.650000e-10,-3.124212e-05,-3.120360e-05,-9.826567e-05,-9.803483e-05,-5.004134e-06
2.652500e-10,-3.117017e-05,-3.114145e-05,-9.807744e-05,-9.781698e-05,-5.004318e-06
2.655000e-10,-3.109805e-05,-3.107954e-05,-9.789004e-05,-9.759868e-05,-5.004143e-06
2.657500e-10,-3.103043e-05,-3.102265e-05,-9.771827e-05,-9.739435e-05,-5.003687e-06
2.660000e-10,-3.097048e-05,-3.097397e-05,-9.757205e-05,-9.721382e-05,-5.003074e-06
2.662500e-10,-3.091940e-05,-3.093463e-05,-9.745486e-05,-9.706075e-05,-5.002451e-06
2.665000e-10,-3.087626e-05,-3.090358e-05,-9.736345e-05,-9.693231e-05,-5.001957e-06
2.667500e-10,-3.083833e-05,-3.087792e-05,-9.728886e-05,-9.682004e-05,-5.001702e-06
2.670000e-10,-3.080162e-05,-3.085355e-05,-9.721829e-05,-9.671161e-05,-5.001746e-06
2.672500e-10,-3.076169e-05,-3.082590e-05,-9.713766e-05,-9.659328e-05,-5.002093e-06
2.675000e-10,-3.071441e-05,-3.079086e-05,-9.703414e-05,-9.645231e-05,-5.002693e-06
2.677500e-10,-3.065670e-05,-3.074538e-05,-9.689833e-05,-9.627915e-05,-5.003457e-06
2.680000e-10,-3.058696e-05,-3.068799e-05,-9.672563e-05,-9.606889e-05,-5.004272e-06
2.682500e-10,-3.050527e-05,-3.061890e-05,-9.651667e-05,-9.582174e-05,-5.005025e-06
2.685000e-10,-3.041320e-05,-3.053981e-05,-9.627679e-05,-9.554260e-05,-5.005625e-06
2.687500e-10,-3.031348e-05,-3.045354e-05,-9.601468e-05,-9.523986e-05,-5.006013e-06
2.690000e-10,-3.020936e-05,-3.036337e-05,-9.574054e-05,-9.492358e-05,-5.006174e-06
2.692500e-10,-3.010402e-05,-3.027245e-05,-9.546417e-05,-9.460359e-05,-5.006135e-06
2.695000e-10,-3.000000e-05,-3.018327e-05,-9.519322e-05,-9.428776e-05,-5.005956e-06
2.697500e-10,-2.989880e-05,-3.009720e-05,-9.493200e-05,-9.398068e-05,-5.005718e-06
2.700000e-10,-2.980062e-05,-3.001436e-05,-9.468087e-05,-9.368303e-05,-5.005509e-06
2.702500e-10,-2.970445e-05,-2.993365e-05,-9.443642e-05,-9.339165e-05,-5.005407e-06
2.705000e-10,-2.960823e-05,-2.985300e-05,-9.419220e-05,-9.310017e-05,-5.005469e-06
2.707500e-10,-2.950924e-05,-2.976972e-05,-9.393988e-05,-9.280021e-05,-5.005724e-06
2.710000e-10,-2.940457e-05,-2.968095e-05,-9.367059e-05,-9.248272e-05,-5.006171e-06
2.712500e-10,-2.929150e-05,-2.958410e-05,-9.337633e-05,-9.213937e-05,-5.006780e-06
2.715000e-10,-2.916795e-05,-2.947721e-05,-9.305096e-05,-9.176366e-05,-5.007501e-06
2.717500e-10,-2.903265e-05,-2.935912e-05,-9.269091e-05,-9.135170e-05,-5.008273e-06
2.720000e-10,-2.888526e-05,-2.922958e-05,-9.229539e-05,-9.090241e-05,-5.009036e-06
2.722500e-10,-2.872627e-05,-2.908912e-05,-9.186609e-05,-9.041733e-05,-5.009740e-06
2.725000e-10,-2.855682e-05,-2.893891e-05,-9.140656e-05,-8.989998e-05,-5.010351e-06
2.727500e-10,-2.837840e-05,-2.878040e-05,-9.092136e-05,-8.935499e-05,-5.010856e-06
2.730000e-10,-2.819255e-05,-2.861507e-05,-9.041508e-05,-8.878705e-05,-5.011264e-06
2.732500e-10,-2.800052e-05,-2.844414e-05,-8.989145e-05,-8.820008e-05,-5.011601e-06
2.735000e-10,-2.780307e-05,-2.826831e-05,-8.935272e-05,-8.759642e-05,-5.011906e-06
2.737500e-10,-2.760032e-05,-2.808770e-05,-8.879918e-05,-8.697644e-05,-5.012224e-06
2.740000e-10,-2.739169e-05,-2.790173e-05,-8.822910e-05,-8.633832e-05,-5.012600e-06
2.742500e-10,-2.717594e-05,-2.770923e-05,-8.763880e-05,-8.567827e-05,-5.013073e-06
2.745000e-10,-2.695131e-05,-2.750851e-05,-8.702307e-05,-8.499080e-05,-5.013673e-06
2.747500e-10,-2.671564e-05,-2.729755e-05,-8.637561e-05,-8.426930e-05,-5.014419e-06
2.750000e-10,-2.646662e-05,-2.707414e-05,-8.568961e-05,-8.350657e-05,-5.015315e-06
2.752500e-10,-2.620188e-05,-2.683607e-05,-8.495819e-05,-8.269529e-05,-5.016359e-06
2.755000e-10,-2.591916e-05,-2.658124e-05,-8.417481e-05,-8.182850e-05,-5.017540e-06
2.757500e-10,-2.561640e-05,-2.630771e-05,-8.333349e-05,-8.089980e-05,-5.018843e-06
2.760000e-10,-2.529172e-05,-2.601376e-05,-8.242887e-05,-7.990343e-05,-5.020255e-06
2.762500e-10,-2.494344e-05,-2.569784e-05,-8.145614e-05,-7.883415e-05,-5.021766e-06
2.765000e-10,-2.456997e-05,-2.535847e-05,-8.041074e-05,-7.768703e-05,-5.023372e-06
2.767500e-10,-2.416967e-05,-2.499419e-05,-7.928808e-05,-7.645706e-05,-5.025078e-06
2.770000e-10,-2.374078e-05,-2.460334e-05,-7.808309e-05,-7.513877e-05,-5.026898e-06
2.772500e-10,-2.328124e-05,-2.418402e-05,-7.678981e-05,-7.372574e-05,-5.028855e-06
2.775000e-10,-2.278852e-05,-2.373388e-05,-7.540097e-05,-7.221025e-05,-5.030981e-06
2.777500e-10,-2.225958e-05,-2.325004e-05,-7.390765e-05,-7.058283e-05,-5.033314e-06
2.780000e-10,-2.169070e-05,-2.272897e-05,-7.229887e-05,-6.883199e-05,-5.035901e-06
2.782500e-10,-2.107740e-05,-2.216639e-05,-7.056137e-05,-6.694390e-05,-5.038791e-06
2.785000e-10,-2.041440e-05,-2.155720e-05,-6.867934e-05,-6.490222e-05,-5.042040e-06
2.787500e-10,-1.969556e-05,-2.089543e-05,-6.663423e-05,-6.268800e-05,-5.045705e-06
2.790000e-10,-1.891388e-05,-2.017417e-05,-6.440464e-05,-6.027957e-05,-5.049843e-06
2.792500e-10,-1.806153e-05,-1.938559e-05,-6.196626e-05,-5.765276e-05,-5.054511e-06
2.795000e-10,-1.712999e-05,-1.852098e-05,-5.929205e-05,-5.478118e-05,-5.059757e-06
2.797500e-10,-1.611025e-05,-1.757088e-05,-5.635267e-05,-5.163703e-05,-5.065614e-06
2.800000e-10,-1.499329e-05,-1.652539e-05,-5.311744e-05,-4.819240e-05,-5.072085e-06
2.802500e-10,-1.377077e-05,-1.537475e-05,-4.955607e-05,-4.442150e-05,-5.079124e-06
2.805000e-10,-1.243613e-05,-1.411026e-05,-4.564156e-05,-4.030407e-05,-5.086609e-06
2.807500e-10,-1.098616e-05,-1.272575e-05,-4.135476e-05,-3.583019e-05,-5.094302e-06
2.810000e-10,-9.423089e-06,-1.121961e-05,-3.669071e-05,-3.100676e-05,-5.101820e-06
2.812500e-10,-7.757069e-06,-9.597564e-06,-3.166713e-05,-2.586515e-05,-5.108592e-06
2.815000e-10,-6.008684e-06,-7.875736e-06,-2.633406e-05,-2.046898e-05,-5.113860e-06
2.817500e-10,-4.210983e-06,-6.083684e-06,-2.078320e-05,-1.492042e-05,-5.116717e-06
2.820000e-10,-2.410208e-06,-4.266379e-06,-1.515404e-05,-9.362405e-06,-5.116201e-06
2.822500e-10,-6.645933e-07,-2.484123e-06,-9.633657e-06,-3.974943e-06,-5.111454e-06
2.825000e-10,9.590087e-07,-8.096539e-07,-4.447693e-06,1.035318e-06,-5.101900e-06
2.827500e-10,2.390253e-06,6.775754e-07,1.573844e-07,5.450943e-06,-5.087379e-06
2.830000e-10,3.561331e-06,1.899090e-06,3.938137e-06,9.062324e-06,-5.068219e-06
2.832500e-10,4.413003e-06,2.785701e-06,6.679928e-06,1.168635e-05,-5.045217e-06
2.835000e-10,4.900154e-06,3.285264e-06,8.220998e-06,1.318357e-05,-5.019582e-06
2.837500e-10,4.996802e-06,3.369269e-06,8.472899e-06,1.347365e-05,-4.992866e-06
2.840000e-10,4.700618e-06,3.038016e-06,7.436552e-06,1.254940e-05,-4.966905e-06
2.842500e-10,4.036753e-06,2.324027e-06,5.212849e-06,1.048855e-05,-4.943728e-06
2.845000e-10,3.060187e-06,1.292912e-06,2.005312e-06,7.461056e-06,-4.925403e-06
2.847500e-10,1.855386e-06,4.056366e-08,-1.888578e-06,3.728008e-06,-4.913799e-06
2.850000e-10,5.320233e-07,-1.314015e-06,-6.099648e-06,-3.715755e-07,-4.910291e-06
2.852500e-10,-7.837579e-07,-2.639860e-06,-1.022162e-05,-4.447759e-06,-4.915479e-06
2.855000e-10,-1.961731e-06,-3.807449e-06,-1.385268e-05,-8.097986e-06,-4.929048e-06
2.857500e-10,-2.881630e-06,-4.701996e-06,-1.663673e-05,-1.095050e-05,-4.949775e-06
2.860000e-10,-3.446563e-06,-5.234837e-06,-1.829873e-05,-1.270577e-05,-4.975684e-06
2.862500e-10,-3.594210e-06,-5.352219e-06,-1.867192e-05,-1.317119e-05,-5.004231e-06
2.865000e-10,-3.305197e-06,-5.041622e-06,-1.771748e-05,-1.228686e-05,-5.032484e-06
2.867500e-10,-2.608188e-06,-4.335569e-06,-1.553629e-05,-1.014140e-05,-5.057317e-06
2.870000e-10,-1.580625e-06,-3.311920e-06,-1.236992e-05,-6.974204e-06,-5.075693e-06
2.872500e-10,-3.432855e-07,-2.088905e-06,-8.585118e-06,-3.158604e-06,-5.085087e-06
2.875000e-10,9.526588e-07,-8.133928e-07,-4.637506e-06,8.381110e-07,-5.083989e-06
2.877500e-10,2.145270e-06,3.572378e-07,-1.015285e-06,4.515380e-06,-5.072305e-06
2.880000e-10,3.084769e-06,1.276928e-06,1.828453e-06,7.410222e-06,-5.051488e-06
2.882500e-10,3.655228e-06,1.832303e-06,3.542006e-06,9.164299e-06,-5.024349e-06
2.885000e-10,3.791491e-06,1.959804e-06,3.928202e-06,9.576204e-06,-4.994650e-06
2.887500e-10,3.489447e-06,1.656146e-06,2.976838e-06,8.633217e-06,-4.966612e-06
2.890000e-10,2.808556e-06,9.806055e-07,8.717916e-07,6.519127e-06,-4.944360e-06
2.892500e-10,1.865322e-06,4.796447e-08,-2.030867e-06,3.594060e-06,-4.931296e-06
2.895000e-10,8.168410e-07,-9.881919e-07,-5.254689e-06,3.436223e-07,-4.929452e-06
2.897500e-10,-1.641156e-07,-1.959833e-06,-8.278400e-06,-2.698117e-06,-4.939028e-06
2.900000e-10,-9.179156e-07,-2.711872e-06,-1.062088e-05,-5.037701e-06,-4.958305e-06
2.902500e-10,-1.324764e-06,-3.127106e-06,-1.191854e-05,-6.304818e-06,-4.983979e-06
2.905000e-10,-1.324444e-06,-3.144667e-06,-1.198256e-05,-6.313334e-06,-5.011727e-06
2.907500e-10,-9.264110e-07,-2.769985e-06,-1.082979e-05,-5.092486e-06,-5.036869e-06
2.910000e-10,-2.087816e-07,-2.075052e-06,-8.683569e-06,-2.883756e-06,-5.055073e-06
2.912500e-10,6.946494e-07,-1.187744e-06,-5.940611e-06,-1.007253e-07,-5.063126e-06
2.915000e-10,1.618554e-06,-2.700232e-07,-3.103339e-06,2.745558e-06,-5.059638e-06
2.917500e-10,2.397319e-06,5.120967e-07,-6.867479e-07,5.143174e-06,-5.045428e-06
2.920000e-10,2.896616e-06,1.020603e-06,8.810359e-07,6.676907e-06,-5.023395e-06
2.922500e-10,3.038483e-06,1.172347e-06,1.342069e-06,7.105769e-06,-4.997925e-06
2.925000e-10,2.815340e-06,9.550813e-07,6.583608e-07,6.406325e-06,-4.974029e-06
2.927500e-10,2.290725e-06,4.295456e-07,-9.816799e-07,4.774972e-06,-4.956379e-06
2.930000e-10,1.586219e-06,-2.832762e-07,-3.202745e-06,2.587519e-06,-4.948374e-06
2.932500e-10,8.561894e-07,-1.027799e-06,-5.522181e-06,3.211443e-07,-4.951385e-06
2.935000e-10,2.552015e-07,-1.647064e-06,-7.453062e-06,-1.546366e-06,-4.964432e-06
2.937500e-10,-9.449821e-08,-2.015797e-06,-8.606757e-06,-2.637118e-06,-4.984433e-06
2.940000e-10,-1.279650e-07,-2.065862e-06,-8.771891e-06,-2.750354e-06,-5.006921e-06
2.942500e-10,1.501129e-07,-1.799194e-06,-7.954467e-06,-1.900572e-06,-5.027010e-06
2.945000e-10,6.680034e-07,-1.286029e-06,-6.372382e-06,-3.095140e-07,-5.040419e-06
2.947500e-10,1.304062e-06,-6.485418e-07,-4.404652e-06,1.646793e-06,-5.044398e-06
2.950000e-10,1.915068e-06,-3.266091e-08,-2.503971e-06,3.525639e-06,-5.038374e-06
2.952500e-10,2.369321e-06,4.258425e-07,-1.091518e-06,4.919922e-06,-5.024092e-06
2.955000e-10,2.576401e-06,6.326745e-07,-4.598006e-07,5.550156e-06,-5.005166e-06
2.957500e-10,2.506553e-06,5.559314e-07,-7.077867e-07,5.324367e-06,-4.986182e-06
2.960000e-10,2.195523e-06,2.316791e-07,-1.723597e-06,4.353047e-06,-4.971594e-06
2.962500e-10,1.734037e-06,-2.469200e-07,-3.218232e-06,2.916632e-06,-4.964671e-06
2.965000e-10,1.244382e-06,-7.541715e-07,-4.801768e-06,1.393130e-06,-4.966722e-06
2.967500e-10,8.497415e-07,-1.163831e-06,-6.082568e-06,1.633136e-07,-4.976816e-06
2.970000e-10,6.440335e-07,-1.380162e-06,-6.763636e-06,-4.824921e-07,-4.992073e-06
2.972500e-10,6.699697e-07,-1.360188e-06,-6.711646e-06,-4.122565e-07,-5.008460e-06
2.975000e-10,9.106059e-07,-1.121962e-06,-5.982599e-06,3.216437e-07,-5.021835e-06
2.977500e-10,1.296111e-06,-7.373567e-07,-4.799465e-06,1.503348e-06,-5.028984e-06
2.980000e-10,1.723722e-06,-3.115288e-07,-3.488460e-06,2.815195e-06,-5.028412e-06
2.982500e-10,2.085527e-06,4.555423e-08,-2.390724e-06,3.923619e-06,-5.020677e-06
2.985000e-10,2.296626e-06,2.479195e-07,-1.772955e-06,4.566187e-06,-5.008182e-06
2.987500e-10,2.316138e-06,2.549795e-07,-1.761061e-06,4.616529e-06,-4.994465e-06
2.990000e-10,2.155728e-06,7.994679e-08,-2.314050e-06,4.110709e-06,-4.983211e-06
2.992500e-10,1.873863e-06,-2.165322e-07,-3.243789e-06,3.229455e-06,-4.977262e-06
2.995000e-10,1.557806e-06,-5.452433e-07,-4.273520e-06,2.242507e-06,-4.977885e-06
2.997500e-10,1.298599e-06,-8.141275e-07,-5.117661e-06,1.431283e-06,-4.984501e-06
3.000000e-10,1.166122e-06,-9.534786e-07,-5.559969e-06,1.011800e-06,-4.994926e-06
3.002500e-10,1.191154e-06,-9.336626e-07,-5.508511e-06,1.079199e-06,-5.006058e-06
3.005000e-10,1.359130e-06,-7.708307e-07,-5.013390e-06,1.588457e-06,-5.014776e-06
3.007500e-10,1.616833e-06,-5.196399e-07,-4.244161e-06,2.375079e-06,-5.018818e-06
3.010000e-10,1.889583e-06,-2.556243e-07,-3.435146e-06,3.208211e-06,-5.017366e-06
3.012500e-10,2.103560e-06,-5.264851e-08,-2.815487e-06,3.859670e-06,-5.011203e-06
3.015000e-10,2.206677e-06,3.790416e-08,-2.544582e-06,4.168447e-06,-5.002402e-06
3.017500e-10,2.182046e-06,3.029398e-10,-2.671229e-06,4.082344e-06,-4.993659e-06
3.020000e-10,2.050545e-06,-1.434146e-07,-3.127064e-06,3.665897e-06,-4.987478e-06
3.022500e-10,1.862301e-06,-3.423877e-07,-3.754306e-06,3.074051e-06,-4.985453e-06
3.025000e-10,1.680167e-06,-5.336886e-07,-4.357742e-06,2.501100e-06,-4.987864e-06
3.027500e-10,1.560495e-06,-6.615111e-07,-4.764251e-06,2.121234e-06,-4.993670e-06
3.030000e-10,1.537025e-06,-6.929926e-07,-4.871886e-06,2.038748e-06,-5.000907e-06
3.032500e-10,1.612519e-06,-6.262085e-07,-4.674675e-06,2.262180e-06,-5.007326e-06
3.035000e-10,1.760172e-06,-4.884619e-07,-4.257318e-06,2.708671e-06,-5.011086e-06
3.037500e-10,1.933775e-06,-3.259888e-07,-3.763247e-06,3.235387e-06,-5.011272e-06
3.040000e-10,2.083023e-06,-1.887071e-07,-3.347315e-06,3.686828e-06,-5.008111e-06
3.042500e-10,2.168987e-06,-1.149322e-07,-3.128382e-06,3.942659e-06,-5.002824e-06
3.045000e-10,2.175031e-06,-1.207046e-07,-3.156210e-06,3.951458e-06,-4.997181e-06
3.047500e-10,2.110147e-06,-1.966751e-07,-3.401793e-06,3.741018e-06,-4.992927e-06
3.050000e-10,2.004194e-06,-3.129763e-07,-3.772478e-06,3.403641e-06,-4.991241e-06
3.052500e-10,1.897077e-06,-4.300139e-07,-4.145435e-06,3.062678e-06,-4.992423e-06
3.055000e-10,1.825639e-06,-5.114155e-07,-4.407829e-06,2.832017e-06,-4.995864e-06
3.057500e-10,1.812510e-06,-5.349726e-07,-4.490766e-06,2.781609e-06,-5.000303e-06
3.060000e-10,1.860251e-06,-4.983326e-07,-4.386947e-06,2.919375e-06,-5.004277e-06
3.062500e-10,1.952238e-06,-4.180661e-07,-4.147776e-06,3.193923e-06,-5.006587e-06
3.065000e-10,2.059481e-06,-3.229008e-07,-3.862370e-06,3.515646e-06,-5.006656e-06
3.067500e-10,2.150792e-06,-2.436923e-07,-3.626450e-06,3.788136e-06,-5.004660e-06
3.070000e-10,2.202796e-06,-2.035462e-07,-3.511692e-06,3.939140e-06,-5.001412e-06
3.072500e-10,2.206640e-06,-2.112056e-07,-3.545218e-06,3.941294e-06,-4.998048e-06
3.075000e-10,2.169521e-06,-2.595471e-07,-3.704929e-06,3.816841e-06,-4.995645e-06
3.077500e-10,2.110967e-06,-3.292469e-07,-3.930879e-06,3.626148e-06,-4.994875e-06
3.080000e-10,2.055504e-06,-3.960212e-07,-4.147736e-06,3.445028e-06,-4.995833e-06
3.082500e-10,2.024354e-06,-4.388221e-07,-4.290202e-06,3.339084e-06,-4.998049e-06
3.085000e-10,2.028933e-06,-4.462782e-07,-4.323003e-06,3.343601e-06,-5.000693e-06
3.087500e-10,2.068077e-06,-4.194591e-07,-4.249455e-06,3.454987e-06,-5.002875e-06
3.090000e-10,2.129593e-06,-3.703862e-07,-4.106850e-06,3.635546e-06,-5.003934e-06
3.092500e-10,2.195228e-06,-3.171401e-07,-3.951278e-06,3.828860e-06,-5.003634e-06
3.095000e-10,2.247157e-06,-2.774455e-07,-3.837722e-06,3.979830e-06,-5.002201e-06
3.097500e-10,2.273732e-06,-2.629559e-07,-3.802334e-06,4.052449e-06,-5.000210e-06
3.100000e-10,2.272677e-06,-2.760386e-07,-3.852456e-06,4.039686e-06,-4.998361e-06
3.102500e-10,2.250933e-06,-3.098873e-07,-3.966974e-06,3.962993e-06,-4.997242e-06
3.105000e-10,2.221493e-06,-3.516240e-07,-4.105937e-06,3.862535e-06,-4.997146e-06
3.107500e-10,2.198561e-06,-3.870964e-07,-4.225441e-06,3.782219e-06,-4.998001e-06
3.110000e-10,2.192773e-06,-4.056397e-07,-4.292402e-06,3.754927e-06,-4.999432e-06
3.112500e-10,2.208059e-06,-4.032376e-07,-4.294361e-06,3.792801e-06,-5.000910e-06
3.115000e-10,2.241011e-06,-3.831921e-07,-4.241559e-06,3.885311e-06,-5.001943e-06
3.117500e-10,2.282740e-06,-3.543139e-07,-4.161328e-06,4.004979e-06,-5.002234e-06
3.120000e-10,2.322361e-06,-3.274691e-07,-4.087378e-06,4.118158e-06,-5.001762e-06
3.122500e-10,2.350788e-06,-3.117822e-07,-4.048012e-06,4.196766e-06,-5.000759e-06
3.125000e-10,2.363564e-06,-3.117881e-07,-4.057299e-06,4.227021e-06,-4.999610e-06
3.127500e-10,2.361861e-06,-3.263903e-07,-4.111836e-06,4.212553e-06,-4.998710e-06
3.130000e-10,2.351523e-06,-3.497927e-07,-4.193642e-06,4.171421e-06,-4.998332e-06
3.132500e-10,2.340641e-06,-3.739027e-07,-4.277612e-06,4.128642e-06,-4.998546e-06
3.135000e-10,2.336637e-06,-3.912577e-07,-4.340595e-06,4.107150e-06,-4.999218e-06
3.137500e-10,2.343857e-06,-3.974458e-07,-4.368904e-06,4.120389e-06,-5.000077e-06
3.140000e-10,2.362448e-06,-3.922637e-07,-4.361907e-06,4.168809e-06,-5.000816e-06
3.142500e-10,2.388743e-06,-3.793505e-07,-4.330895e-06,4.241076e-06,-5.001200e-06
3.145000e-10,2.416881e-06,-3.645756e-07,-4.294072e-06,4.319075e-06,-5.001137e-06
3.147500e-10,2.440997e-06,-3.538443e-07,-4.269759e-06,4.384675e-06,-5.000695e-06
3.150000e-10,2.457178e-06,-3.511192e-07,-4.270247e-06,4.425782e-06,-5.000059e-06
3.152500e-10,2.464567e-06,-3.572955e-07,-4.298314e-06,4.439749e-06,-4.999464e-06
3.155000e-10,2.465328e-06,-3.702232e-07,-4.347289e-06,4.433262e-06,-4.999102e-06
3.157500e-10,2.463601e-06,-3.857464e-07,-4.404278e-06,4.419122e-06,-4.999069e-06
3.160000e-10,2.463909e-06,-3.993083e-07,-4.455146e-06,4.411307e-06,-4.999341e-06
3.162500e-10,2.469599e-06,-4.075208e-07,-4.489381e-06,4.420170e-06,-4.999793e-06
3.165000e-10,2.481852e-06,-4.091771e-07,-4.503240e-06,4.449355e-06,-5.000254e-06
3.167500e-10,2.499512e-06,-4.054253e-07,-4.500282e-06,4.495295e-06,-5.000567e-06
3.170000e-10,2.519728e-06,-3.991318e-07,-4.489400e-06,4.549175e-06,-5.000643e-06
3.172500e-10,2.539087e-06,-3.937367e-07,-4.481265e-06,4.600444e-06,-5.000481e-06
3.175000e-10,2.554818e-06,-3.920374e-07,-4.484555e-06,4.640543e-06,-5.000160e-06
3.177500e-10,2.565656e-06,-3.953186e-07,-4.503254e-06,4.665552e-06,-4.999803e-06
3.180000e-10,2.572096e-06,-4.030827e-07,-4.535818e-06,4.677011e-06,-4.999534e-06
3.182500e-10,2.576045e-06,-4.134083e-07,-4.576286e-06,4.680813e-06,-4.999433e-06
3.185000e-10,2.580029e-06,-4.237475e-07,-4.616754e-06,4.684764e-06,-4.999514e-06
3.187500e-10,2.586279e-06,-4.318475e-07,-4.650232e-06,4.695763e-06,-4.999731e-06
3.190000e-10,2.596017e-06,-4.364739e-07,-4.672891e-06,4.717587e-06,-4.999995e-06
3.192500e-10,2.609156e-06,-4.377144e-07,-4.685002e-06,4.749966e-06,-5.000212e-06
3.195000e-10,2.624468e-06,-4.368062e-07,-4.690403e-06,4.789109e-06,-5.000315e-06
3.197500e-10,2.640121e-06,-4.355974e-07,-4.694826e-06,4.829352e-06,-5.000279e-06
3.200000e-10,2.654355e-06,-4.358621e-07,-4.703774e-06,4.865252e-06,-5.000132e-06
3.202500e-10,2.666061e-06,-4.387148e-07,-4.720705e-06,4.893384e-06,-4.999934e-06
3.205000e-10,2.675081e-06,-4.443093e-07,-4.746094e-06,4.913262e-06,-4.999756e-06
3.207500e-10,2.682161e-06,-4.518906e-07,-4.777600e-06,4.927189e-06,-4.999655e-06
3.210000e-10,2.688600e-06,-4.601459e-07,-4.811149e-06,4.939182e-06,-4.999655e-06
3.212500e-10,2.695760e-06,-4.677022e-07,-4.842481e-06,4.953451e-06,-4.999745e-06
3.215000e-10,2.704605e-06,-4.735901e-07,-4.868589e-06,4.972976e-06,-4.999885e-06
3.217500e-10,2.715421e-06,-4.775229e-07,-4.888583e-06,4.998645e-06,-5.000022e-06
3.220000e-10,2.727798e-06,-4.799172e-07,-4.903754e-06,5.029187e-06,-5.000111e-06
3.222500e-10,2.740837e-06,-4.816784e-07,-4.916912e-06,5.061827e-06,-5.000126e-06
3.225000e-10,2.753504e-06,-4.838464e-07,-4.931280e-06,5.093366e-06,-5.000070e-06
3.227500e-10,2.764985e-06,-4.872361e-07,-4.949388e-06,5.121289e-06,-4.999969e-06
3.230000e-10,2.774932e-06,-4.921916e-07,-4.972301e-06,5.144524e-06,-4.999860e-06
3.232500e-10,2.783531e-06,-4.985225e-07,-4.999430e-06,5.163641e-06,-4.999780e-06
3.235000e-10,2.791376e-06,-5.056246e-07,-5.028898e-06,5.180484e-06,-4.999751e-06
3.237500e-10,2.799238e-06,-5.127240e-07,-5.058305e-06,5.197427e-06,-4.999778e-06
3.240000e-10,2.807782e-06,-5.191495e-07,-5.085568e-06,5.216534e-06,-4.999844e-06
3.242500e-10,2.817366e-06,-5.245431e-07,-5.109576e-06,5.238910e-06,-4.999924e-06
3.245000e-10,2.827954e-06,-5.289429e-07,-5.130447e-06,5.264443e-06,-4.999989e-06
3.247500e-10,2.839168e-06,-5.327282e-07,-5.149357e-06,5.291966e-06,-5.000019e-06
3.250000e-10,2.850451e-06,-5.364574e-07,-5.168037e-06,5.319755e-06,-5.000007e-06
3.252500e-10,2.861266e-06,-5.406663e-07,-5.188150e-06,5.346155e-06,-4.999962e-06
3.255000e-10,2.871271e-06,-5.456939e-07,-5.210748e-06,5.370107e-06,-4.999901e-06
3.257500e-10,2.880410e-06,-5.515934e-07,-5.235993e-06,5.391437e-06,-4.999845e-06
3.260000e-10,2.888899e-06,-5.581441e-07,-5.263201e-06,5.410814e-06,-4.999812e-06
3.262500e-10,2.897126e-06,-5.649524e-07,-5.291152e-06,5.429441e-06,-4.999810e-06
3.265000e-10,2.905511e-06,-5.715979e-07,-5.318539e-06,5.448610e-06,-4.999835e-06
3.267500e-10,2.914358e-06,-5.777718e-07,-5.344406e-06,5.469269e-06,-4.999877e-06
3.270000e-10,2.923777e-06,-5.833651e-07,-5.368413e-06,5.491752e-06,-4.999919e-06
3.272500e-10,2.933661e-06,-5.884820e-07,-5.390883e-06,5.515733e-06,-4.999948e-06
3.275000e-10,2.943750e-06,-5.933831e-07,-5.412624e-06,5.540403e-06,-4.999955e-06
3.277500e-10,2.953724e-06,-5.983847e-07,-5.434617e-06,5.564780e-06,-4.999941e-06
3.280000e-10,2.963317e-06,-6.037503e-07,-5.457679e-06,5.588041e-06,-4.999910e-06
3.282500e-10,2.972396e-06,-6.096113e-07,-5.482217e-06,5.609771e-06,-4.999876e-06
3.285000e-10,2.980987e-06,-6.159377e-07,-5.508138e-06,5.630054e-06,-4.999848e-06
3.287500e-10,2.989252e-06,-6.225644e-07,-5.534930e-06,5.649389e-06,-4.999835e-06
3.290000e-10,2.997421e-06,-6.292576e-07,-5.561866e-06,5.668492e-06,-4.999839e-06
