time,"V(B11|XBFR1)","V(B21|XBFR1)","I(B11|XBFR1)","I(B21|XBFR1)"
1.423200e-09,-1.156765e-04,-1.333718e-04,-4.055483e-05,-4.711250e-05
1.423400e-09,-1.186265e-04,-1.378801e-04,-4.066592e-05,-4.291547e-05
1.423600e-09,-1.105938e-04,-1.294473e-04,-4.084307e-05,-3.873114e-05
1.423800e-09,-9.417724e-05,-1.100024e-04,-4.113526e-05,-3.485820e-05
1.424000e-09,-7.238352e-05,-8.165818e-05,-4.151828e-05,-3.159317e-05
1.424200e-09,-4.783334e-05,-4.661796e-05,-4.190304e-05,-2.921927e-05
1.424400e-09,-2.232979e-05,-7.222619e-06,-4.217426e-05,-2.797423e-05
1.424600e-09,3.134399e-06,3.399089e-05,-4.224059e-05,-2.800909e-05
1.424800e-09,2.801045e-05,7.428714e-05,-4.207426e-05,-2.935418e-05
1.425000e-09,5.165672e-05,1.107873e-04,-4.172445e-05,-3.190480e-05
1.425200e-09,7.286448e-05,1.405591e-04,-4.130099e-05,-3.543032e-05
1.425400e-09,8.965887e-05,1.607523e-04,-4.093653e-05,-3.960204e-05
1.425600e-09,9.950470e-05,1.688474e-04,-4.074281e-05,-4.403128e-05
1.425800e-09,9.991152e-05,1.630852e-04,-4.077653e-05,-4.831074e-05
1.426000e-09,8.927019e-05,1.430481e-04,-4.102510e-05,-5.205623e-05
1.426200e-09,6.762365e-05,1.101861e-04,-4.141411e-05,-5.494736e-05
1.426400e-09,3.705292e-05,6.798105e-05,-4.183266e-05,-5.676339e-05
1.426600e-09,1.479943e-06,2.153610e-05,-4.216815e-05,-5.740677e-05
1.426800e-09,-3.409291e-05,-2.335006e-05,-4.234047e-05,-5.690753e-05
1.427000e-09,-6.467173e-05,-6.130777e-05,-4.232474e-05,-5.540791e-05
1.427200e-09,-8.633287e-05,-8.832460e-05,-4.215501e-05,-5.313394e-05
1.427400e-09,-9.692477e-05,-1.022145e-04,-4.190727e-05,-5.036423e-05
1.427600e-09,-9.623206e-05,-1.025982e-04,-4.166879e-05,-4.740328e-05
1.427800e-09,-8.563842e-05,-9.055452e-05,-4.150638e-05,-4.456060e-05
1.428000e-09,-6.749661e-05,-6.816810e-05,-4.144635e-05,-4.213170e-05
1.428200e-09,-4.447275e-05,-3.814652e-05,-4.147322e-05,-4.037625e-05
1.428400e-09,-1.907734e-05,-3.572410e-06,-4.154604e-05,-3.949175e-05
1.428600e-09,6.523358e-06,3.223503e-05,-4.162400e-05,-3.958583e-05
1.428800e-09,3.044683e-05,6.582374e-05,-4.168975e-05,-4.065383e-05
1.429000e-09,5.090909e-05,9.376117e-05,-4.176051e-05,-4.256936e-05
1.429200e-09,6.608155e-05,1.129016e-04,-4.188181e-05,-4.509372e-05
1.429400e-09,7.413847e-05,1.207933e-04,-4.210612e-05,-4.790627e-05
1.429600e-09,7.356110e-05,1.161734e-04,-4.246434e-05,-5.065267e-05
1.429800e-09,6.363422e-05,9.940162e-05,-4.294227e-05,-5.300194e-05
1.430000e-09,4.494124e-05,7.262814e-05,-4.347337e-05,-5.469924e-05
1.430200e-09,1.960883e-05,3.954482e-05,-4.395349e-05,-5.560024e-05
1.430400e-09,-8.880825e-06,4.733912e-06,-4.427374e-05,-5.567918e-05
1.430600e-09,-3.631965e-05,-2.719157e-05,-4.435883e-05,-5.501210e-05
1.430800e-09,-5.866264e-05,-5.238123e-05,-4.419469e-05,-5.374576e-05
1.431000e-09,-7.287946e-05,-6.825814e-05,-4.383357e-05,-5.206584e-05
1.431200e-09,-7.749362e-05,-7.367622e-05,-4.337501e-05,-5.017398e-05
1.431400e-09,-7.267551e-05,-6.879501e-05,-4.293173e-05,-4.827544e-05
1.431600e-09,-5.993610e-05,-5.481474e-05,-4.259515e-05,-4.657190e-05
1.431800e-09,-4.160021e-05,-3.370305e-05,-4.241369e-05,-4.525207e-05
1.432000e-09,-2.027068e-05,-7.979761e-06,-4.239035e-05,-4.447469e-05
1.432200e-09,1.560458e-06,1.944764e-05,-4.249724e-05,-4.434467e-05
1.432400e-09,2.169805e-05,4.545388e-05,-4.269817e-05,-4.488821e-05
1.432600e-09,3.826896e-05,6.693653e-05,-4.296820e-05,-4.603646e-05
1.432800e-09,4.969170e-05,8.116338e-05,-4.330109e-05,-4.762641e-05
1.433000e-09,5.470549e-05,8.620203e-05,-4.370191e-05,-4.942366e-05
1.433200e-09,5.252580e-05,8.133341e-05,-4.416913e-05,-5.116425e-05
1.433400e-09,4.310268e-05,6.730107e-05,-4.467632e-05,-5.260524e-05
1.433600e-09,2.736600e-05,4.626430e-05,-4.516468e-05,-5.356953e-05
1.433800e-09,7.301213e-06,2.141903e-05,-4.555274e-05,-5.397152e-05
1.434000e-09,-1.425683e-05,-3.617451e-06,-4.576093e-05,-5.381812e-05
1.434200e-09,-3.410908e-05,-2.546990e-05,-4.574073e-05,-5.318921e-05
1.434400e-09,-4.932661e-05,-4.152813e-05,-4.549516e-05,-5.220859e-05
1.434600e-09,-5.783345e-05,-5.022270e-05,-4.508134e-05,-5.101754e-05
1.434800e-09,-5.875923e-05,-5.105551e-05,-4.459422e-05,-4.975790e-05
1.435000e-09,-5.248098e-05,-4.446639e-05,-4.413863e-05,-4.856490e-05
1.435200e-09,-4.039160e-05,-3.163811e-05,-4.380121e-05,-4.756423e-05
1.435400e-09,-2.451469e-05,-1.431175e-05,-4.363213e-05,-4.686703e-05
1.435600e-09,-7.103237e-06,5.368527e-06,-4.364140e-05,-4.655889e-05
1.435800e-09,9.677592e-06,2.500791e-05,-4.380830e-05,-4.668392e-05
1.436000e-09,2.394677e-05,4.215603e-05,-4.409717e-05,-4.722932e-05
1.436200e-09,3.420558e-05,5.457521e-05,-4.447171e-05,-4.811789e-05
1.436400e-09,3.939351e-05,6.056964e-05,-4.490170e-05,-4.921450e-05
1.436600e-09,3.895434e-05,5.930940e-05,-4.536063e-05,-5.034806e-05
1.436800e-09,3.292901e-05,5.104625e-05,-4.581787e-05,-5.134451e-05
1.437000e-09,2.204202e-05,3.712418e-05,-4.623221e-05,-5.206134e-05
1.437200e-09,7.712960e-06,1.974761e-05,-4.655260e-05,-5.241314e-05
1.437400e-09,-8.070952e-06,1.558115e-06,-4.672842e-05,-5.238123e-05
1.437600e-09,-2.303840e-05,-1.485860e-05,-4.672543e-05,-5.200648e-05
1.437800e-09,-3.502332e-05,-2.739821e-05,-4.654047e-05,-5.137099e-05
1.438000e-09,-4.235812e-05,-3.470082e-05,-4.620764e-05,-5.057675e-05
1.438200e-09,-4.416047e-05,-3.622917e-05,-4.579272e-05,-4.972840e-05
1.438400e-09,-4.044181e-05,-3.220240e-05,-4.537755e-05,-4.892302e-05
1.438600e-09,-3.202900e-05,-2.345466e-05,-4.504022e-05,-4.824563e-05
1.438800e-09,-2.034692e-05,-1.127783e-05,-4.483794e-05,-4.776661e-05
1.439000e-09,-7.138038e-06,2.723995e-06,-4.479782e-05,-4.753758e-05
1.439200e-09,5.809987e-06,1.677415e-05,-4.491685e-05,-4.758456e-05
1.439400e-09,1.688398e-05,2.908118e-05,-4.516929e-05,-4.790026e-05
1.439600e-09,2.479968e-05,3.803341e-05,-4.551690e-05,-4.843931e-05
1.439800e-09,2.870162e-05,4.242332e-05,-4.591788e-05,-4.912053e-05
1.440000e-09,2.822601e-05,4.166155e-05,-4.633169e-05,-4.983810e-05
1.440200e-09,2.353555e-05,3.591677e-05,-4.671996e-05,-5.048022e-05
1.440400e-09,1.531803e-05,2.612166e-05,-4.704586e-05,-5.095048e-05
1.440600e-09,4.728538e-06,1.382039e-05,-4.727502e-05,-5.118570e-05
1.440800e-09,-6.742679e-06,8.859257e-07,-4.737960e-05,-5.116533e-05
1.441000e-09,-1.747524e-05,-1.081927e-05,-4.734506e-05,-5.091033e-05
1.441200e-09,-2.596691e-05,-1.975079e-05,-4.717664e-05,-5.047368e-05
1.441400e-09,-3.107378e-05,-2.489003e-05,-4.690221e-05,-4.992659e-05
1.441600e-09,-3.218696e-05,-2.582593e-05,-4.656937e-05,-4.934517e-05
1.441800e-09,-2.930751e-05,-2.272645e-05,-4.623678e-05,-4.880048e-05
1.442000e-09,-2.301041e-05,-1.623986e-05,-4.596241e-05,-4.835256e-05
1.442200e-09,-1.431724e-05,-7.366865e-06,-4.579203e-05,-4.804725e-05
1.442400e-09,-4.514501e-06,2.670266e-06,-4.575128e-05,-4.791395e-05
1.442600e-09,5.042936e-06,1.255556e-05,-4.584301e-05,-4.796308e-05
1.442800e-09,1.311186e-05,2.101066e-05,-4.604982e-05,-4.818368e-05
1.443000e-09,1.870604e-05,2.693612e-05,-4.633989e-05,-4.854239e-05
1.443200e-09,2.119916e-05,2.955654e-05,-4.667398e-05,-4.898569e-05
1.443400e-09,2.038374e-05,2.854641e-05,-4.701154e-05,-4.944657e-05
1.443600e-09,1.648484e-05,2.410204e-05,-4.731493e-05,-4.985499e-05
1.443800e-09,1.012635e-05,1.692818e-05,-4.755221e-05,-5.015007e-05
1.444000e-09,2.248491e-06,8.127927e-06,-4.769924e-05,-5.029088e-05
1.444200e-09,-6.019588e-06,-9.862161e-07,-4.774175e-05,-5.026276e-05
1.444400e-09,-1.351874e-05,-9.116935e-06,-4.767773e-05,-5.007806e-05
1.444600e-09,-1.922697e-05,-1.518968e-05,-4.751900e-05,-4.977136e-05
1.444800e-09,-2.240599e-05,-1.849987e-05,-4.729098e-05,-4.939143e-05
1.445000e-09,-2.270072e-05,-1.877901e-05,-4.702993e-05,-4.899213e-05
1.445200e-09,-2.017533e-05,-1.618382e-05,-4.677747e-05,-4.862464e-05
1.445400e-09,-1.528333e-05,-1.122907e-05,-4.657369e-05,-4.833173e-05
1.445600e-09,-8.782287e-06,-4.689581e-06,-4.645017e-05,-4.814425e-05
1.445800e-09,-1.612303e-06,2.508726e-06,-4.642487e-05,-4.807928e-05
1.446000e-09,5.240703e-06,9.398410e-06,-4.649981e-05,-4.813910e-05
1.446200e-09,1.087744e-05,1.507776e-05,-4.666184e-05,-4.831106e-05
1.446400e-09,1.459832e-05,1.881402e-05,-4.688604e-05,-4.856859e-05
1.446600e-09,1.598618e-05,2.013630e-05,-4.714054e-05,-4.887379e-05
1.446800e-09,1.495093e-05,1.890464e-05,-4.739164e-05,-4.918216e-05
1.447000e-09,1.173187e-05,1.533824e-05,-4.760832e-05,-4.944891e-05
1.447200e-09,6.856951e-06,9.988568e-06,-4.776569e-05,-4.963599e-05
1.447400e-09,1.063467e-06,3.655199e-06,-4.784732e-05,-4.971825e-05
1.447600e-09,-4.809525e-06,-2.743165e-06,-4.784667e-05,-4.968721e-05
1.447800e-09,-9.941571e-06,-8.316443e-06,-4.776754e-05,-4.955176e-05
1.448000e-09,-1.364554e-05,-1.233906e-05,-4.762368e-05,-4.933557e-05
1.448200e-09,-1.545904e-05,-1.434799e-05,-4.743716e-05,-4.907234e-05
1.448400e-09,-1.519926e-05,-1.418922e-05,-4.723560e-05,-4.879991e-05
1.448600e-09,-1.297510e-05,-1.201249e-05,-4.704834e-05,-4.855462e-05
1.448800e-09,-9.157886e-06,-8.224829e-06,-4.690211e-05,-4.836677e-05
1.449000e-09,-4.318249e-06,-3.417773e-06,-4.681708e-05,-4.825747e-05
1.449200e-09,8.596267e-07,1.717857e-06,-4.680378e-05,-4.823694e-05
1.449400e-09,5.673775e-06,6.479726e-06,-4.686183e-05,-4.830402e-05
1.449600e-09,9.498056e-06,1.023783e-05,-4.698042e-05,-4.844671e-05
1.449800e-09,1.186259e-05,1.250936e-05,-4.714047e-05,-4.864372e-05
1.450000e-09,1.251168e-05,1.301839e-05,-4.731799e-05,-4.886714e-05
1.450200e-09,1.143222e-05,1.173221e-05,-4.748775e-05,-4.908596e-05
1.450400e-09,8.848514e-06,8.866439e-06,-4.762695e-05,-4.927036e-05
1.450600e-09,5.184269e-06,4.853685e-06,-4.771804e-05,-4.939599e-05
1.450800e-09,9.969405e-07,2.779580e-07,-4.775066e-05,-4.944753e-05
1.451000e-09,-3.105335e-06,-4.215459e-06,-4.772251e-05,-4.942087e-05
1.451200e-09,-6.551232e-06,-8.018402e-06,-4.763927e-05,-4.932336e-05
1.451400e-09,-8.884594e-06,-1.064827e-05,-4.751349e-05,-4.917221e-05
1.451600e-09,-9.822300e-06,-1.181133e-05,-4.736283e-05,-4.899142e-05
1.451800e-09,-9.284466e-06,-1.143241e-05,-4.720760e-05,-4.880786e-05
1.452000e-09,-7.394824e-06,-9.650137e-06,-4.706801e-05,-4.864741e-05
1.452200e-09,-4.453734e-06,-6.783439e-06,-4.696139e-05,-4.853148e-05
1.452400e-09,-8.896554e-07,-3.277916e-06,-4.689983e-05,-4.847461e-05
1.452600e-09,2.803218e-06,3.584065e-07,-4.688864e-05,-4.848301e-05
1.452800e-09,6.132762e-06,3.621930e-06,-4.692569e-05,-4.855424e-05
1.453000e-09,8.673899e-06,6.076382e-06,-4.700209e-05,-4.867788e-05
1.453200e-09,1.012305e-05,7.406129e-06,-4.710366e-05,-4.883703e-05
1.453400e-09,1.033538e-05,7.454550e-06,-4.721326e-05,-4.901065e-05
1.453600e-09,9.340084e-06,6.242414e-06,-4.731335e-05,-4.917631e-05
1.453800e-09,7.331207e-06,3.962589e-06,-4.738850e-05,-4.931329e-05
1.454000e-09,4.635535e-06,9.503243e-07,-4.742733e-05,-4.940538e-05
1.454200e-09,1.662174e-06,-2.367470e-06,-4.742389e-05,-4.944315e-05
1.454400e-09,-1.158122e-06,-5.536176e-06,-4.737811e-05,-4.942506e-05
1.454600e-09,-3.434311e-06,-8.139994e-06,-4.729549e-05,-4.935754e-05
1.454800e-09,-4.867754e-06,-9.859857e-06,-4.718606e-05,-4.925370e-05
1.455000e-09,-5.288901e-06,-1.051376e-05,-4.706288e-05,-4.913121e-05
1.455200e-09,-4.673767e-06,-1.007449e-05,-4.694015e-05,-4.900963e-05
1.455400e-09,-3.139520e-06,-8.664313e-06,-4.683125e-05,-4.890762e-05
1.455600e-09,-9.215066e-07,-6.529803e-06,-4.674700e-05,-4.884044e-05
1.455800e-09,1.663788e-06,-4.002456e-06,-4.669426e-05,-4.881815e-05
1.456000e-09,4.264203e-06,-1.451307e-06,-4.667517e-05,-4.884453e-05
1.456200e-09,6.539774e-06,7.663023e-07,-4.668704e-05,-4.891679e-05
1.456400e-09,8.207157e-06,2.350354e-06,-4.672289e-05,-4.902624e-05
1.456600e-09,9.075307e-06,3.095328e-06,-4.677268e-05,-4.915954e-05
1.456800e-09,9.068104e-06,2.914749e-06,-4.682481e-05,-4.930058e-05
1.457000e-09,8.231020e-06,1.849917e-06,-4.686780e-05,-4.943272e-05
1.457200e-09,6.721000e-06,6.125972e-08,-4.689189e-05,-4.954102e-05
1.457400e-09,4.781029e-06,-2.196878e-06,-4.689027e-05,-4.961426e-05
1.457600e-09,2.703276e-06,-4.614507e-06,-4.685983e-05,-4.964639e-05
1.457800e-09,7.865095e-07,-6.871429e-06,-4.680140e-05,-4.963724e-05
1.458000e-09,-7.056821e-07,-8.682605e-06,-4.671944e-05,-4.959232e-05
1.458200e-09,-1.579694e-06,-9.836419e-06,-4.662118e-05,-4.952185e-05
1.458400e-09,-1.735027e-06,-1.022038e-05,-4.651559e-05,-4.943920e-05
1.458600e-09,-1.173182e-06,-9.831359e-06,-4.641197e-05,-4.935891e-05
1.458800e-09,7.864416e-09,-8.770219e-06,-4.631879e-05,-4.929469e-05
1.459000e-09,1.631748e-06,-7.222954e-06,-4.624248e-05,-4.925763e-05
1.459200e-09,3.471052e-06,-5.432001e-06,-4.618673e-05,-4.925485e-05
1.459400e-09,5.279742e-06,-3.662037e-06,-4.615212e-05,-4.928868e-05
1.459600e-09,6.826362e-06,-2.164666e-06,-4.613619e-05,-4.935651e-05
1.459800e-09,7.923855e-06,-1.146176e-06,-4.613399e-05,-4.945130e-05
1.460000e-09,8.452475e-06,-7.420194e-07,-4.613884e-05,-4.956260e-05
1.460200e-09,8.373110e-06,-1.001073e-06,-4.614337e-05,-4.967802e-05
1.460400e-09,7.729528e-06,-1.881639e-06,-4.614055e-05,-4.978496e-05
1.460600e-09,6.639427e-06,-3.259793e-06,-4.612457e-05,-4.987232e-05
1.460800e-09,5.275718e-06,-4.948898e-06,-4.609160e-05,-4.993194e-05
1.461000e-09,3.840850e-06,-6.727408e-06,-4.604016e-05,-4.995964e-05
1.461200e-09,2.538001e-06,-8.370662e-06,-4.597116e-05,-4.995566e-05
1.461400e-09,1.543374e-06,-9.681829e-06,-4.588772e-05,-4.992443e-05
1.461600e-09,9.835087e-07,-1.051745e-05,-4.579455e-05,-4.987386e-05
1.461800e-09,9.206088e-07,-1.080421e-05,-4.569729e-05,-4.981409e-05
1.462000e-09,1.347449e-06,-1.054514e-05,-4.560165e-05,-4.975608e-05
1.462200e-09,2.191958e-06,-9.815366e-06,-4.551265e-05,-4.971015e-05
1.462400e-09,3.330173e-06,-8.748584e-06,-4.543397e-05,-4.968461e-05
1.462600e-09,4.605257e-06,-7.516969e-06,-4.536753e-05,-4.968479e-05
1.462800e-09,5.849691e-06,-6.307223e-06,-4.531338e-05,-4.971241e-05
1.463000e-09,6.907606e-06,-5.295956e-06,-4.526977e-05,-4.976544e-05
1.463200e-09,7.654458e-06,-4.627305e-06,-4.523358e-05,-4.983850e-05
1.463400e-09,8.011727e-06,-4.395435e-06,-4.520079e-05,-4.992361e-05
1.463600e-09,7.955054e-06,-4.633971e-06,-4.516710e-05,-5.001129e-05
1.463800e-09,7.515048e-06,-5.313639e-06,-4.512849e-05,-5.009188e-05
1.464000e-09,6.770918e-06,-6.348342e-06,-4.508175e-05,-5.015683e-05
1.464200e-09,5.838005e-06,-7.608720e-06,-4.502481e-05,-5.019975e-05
1.464400e-09,4.851032e-06,-8.941130e-06,-4.495694e-05,-5.021725e-05
1.464600e-09,3.945483e-06,-1.018918e-05,-4.487876e-05,-5.020921e-05
1.464800e-09,3.239702e-06,-1.121466e-05,-4.479209e-05,-5.017872e-05
1.465000e-09,2.820117e-06,-1.191486e-05,-4.469964e-05,-5.013150e-05
1.465200e-09,2.731482e-06,-1.223425e-05,-4.460458e-05,-5.007504e-05
1.465400e-09,2.973181e-06,-1.216916e-05,-4.451011e-05,-5.001760e-05
1.465600e-09,3.501743e-06,-1.176556e-05,-4.441903e-05,-4.996708e-05
1.465800e-09,4.238814e-06,-1.111070e-05,-4.433336e-05,-4.993005e-05
1.466000e-09,5.083170e-06,-1.032001e-05,-4.425416e-05,-4.991096e-05
1.466200e-09,5.924900e-06,-9.521389e-06,-4.418143e-05,-4.991160e-05
1.466400e-09,6.659809e-06,-8.838641e-06,-4.411427e-05,-4.993101e-05
1.466600e-09,7.202218e-06,-8.376210e-06,-4.405102e-05,-4.996560e-05
1.466800e-09,7.494687e-06,-8.206888e-06,-4.398961e-05,-5.000968e-05
1.467000e-09,7.513688e-06,-8.363923e-06,-4.392782e-05,-5.005624e-05
1.467200e-09,7.270769e-06,-8.838395e-06,-4.386362e-05,-5.009785e-05
1.467400e-09,6.809339e-06,-9.582074e-06,-4.379538e-05,-5.012764e-05
1.467600e-09,6.197660e-06,-1.051523e-05,-4.372204e-05,-5.014010e-05
1.467800e-09,5.519095e-06,-1.153823e-05,-4.364320e-05,-5.013178e-05
1.468000e-09,4.860940e-06,-1.254513e-05,-4.355912e-05,-5.010158e-05
1.468200e-09,4.303297e-06,-1.343738e-05,-4.347065e-05,-5.005078e-05
1.468400e-09,3.909429e-06,-1.413586e-05,-4.337905e-05,-4.998281e-05
1.468600e-09,3.718749e-06,-1.458958e-05,-4.328587e-05,-4.990266e-05
1.468800e-09,3.743231e-06,-1.478045e-05,-4.319267e-05,-4.981621e-05
1.469000e-09,3.967504e-06,-1.472356e-05,-4.310086e-05,-4.972948e-05
1.469200e-09,4.352379e-06,-1.446358e-05,-4.301148e-05,-4.964789e-05
1.469400e-09,4.841108e-06,-1.406776e-05,-4.292515e-05,-4.957557e-05
1.469600e-09,5.367369e-06,-1.361684e-05,-4.284200e-05,-4.951500e-05
1.469800e-09,5.863834e-06,-1.319481e-05,-4.276173e-05,-4.946663e-05
1.470000e-09,6.270216e-06,-1.287897e-05,-4.268371e-05,-4.942895e-05
1.470200e-09,6.539891e-06,-1.273116e-05,-4.260712e-05,-4.939869e-05
1.470400e-09,6.644437e-06,-1.279129e-05,-4.253108e-05,-4.937122e-05
1.470600e-09,6.575760e-06,-1.307374e-05,-4.245481e-05,-4.934113e-05
1.470800e-09,6.345756e-06,-1.356694e-05,-4.237767e-05,-4.930288e-05
1.471000e-09,5.983721e-06,-1.423613e-05,-4.229927e-05,-4.925142e-05
1.471200e-09,5.531962e-06,-1.502864e-05,-4.221949e-05,-4.918275e-05
1.471400e-09,5.040176e-06,-1.588113e-05,-4.213841e-05,-4.909430e-05
1.471600e-09,4.559315e-06,-1.672758e-05,-4.205640e-05,-4.898513e-05
1.471800e-09,4.135661e-06,-1.750708e-05,-4.197394e-05,-4.885593e-05
1.472000e-09,3.805790e-06,-1.817052e-05,-4.189166e-05,-4.870881e-05
1.472200e-09,3.592982e-06,-1.868536e-05,-4.181020e-05,-4.854700e-05
1.472400e-09,3.505433e-06,-1.903823e-05,-4.173014e-05,-4.837435e-05
1.472600e-09,3.536339e-06,-1.923518e-05,-4.165198e-05,-4.819490e-05
1.472800e-09,3.665727e-06,-1.929979e-05,-4.157602e-05,-4.801237e-05
1.473000e-09,3.863633e-06,-1.926957e-05,-4.150241e-05,-4.782976e-05
1.473200e-09,4.094128e-06,-1.919112e-05,-4.143113e-05,-4.764898e-05
1.473400e-09,4.319625e-06,-1.911471e-05,-4.136206e-05,-4.747071e-05
1.473600e-09,4.504951e-06,-1.908881e-05,-4.129504e-05,-4.729428e-05
1.473800e-09,4.620758e-06,-1.915529e-05,-4.122990e-05,-4.711775e-05
1.474000e-09,4.646008e-06,-1.934551e-05,-4.116655e-05,-4.693815e-05
1.474200e-09,4.569378e-06,-1.967788e-05,-4.110499e-05,-4.675175e-05
1.474400e-09,4.389573e-06,-2.015696e-05,-4.104535e-05,-4.655443e-05
1.474600e-09,4.114626e-06,-2.077402e-05,-4.098785e-05,-4.634206e-05
1.474800e-09,3.760339e-06,-2.150905e-05,-4.093282e-05,-4.611085e-05
1.475000e-09,3.348079e-06,-2.233370e-05,-4.088065e-05,-4.585763e-05
1.475200e-09,2.902181e-06,-2.321489e-05,-4.083178e-05,-4.558004e-05
1.475400e-09,2.447240e-06,-2.411861e-05,-4.078667e-05,-4.527666e-05
1.475600e-09,2.005581e-06,-2.501340e-05,-4.074580e-05,-4.494696e-05
1.475800e-09,1.595159e-06,-2.587333e-05,-4.070958e-05,-4.459123e-05
1.476000e-09,1.228088e-06,-2.668016e-05,-4.067840e-05,-4.421038e-05
1.476200e-09,9.098944e-07,-2.742457e-05,-4.065258e-05,-4.380577e-05
1.476400e-09,6.395133e-07,-2.810645e-05,-4.063238e-05,-4.337892e-05
1.476600e-09,4.099317e-07,-2.873437e-05,-4.061799e-05,-4.293128e-05
1.476800e-09,2.093172e-07,-2.932427e-05,-4.060956e-05,-4.246394e-05
1.477000e-09,2.244245e-08,-2.989770e-05,-4.060726e-05,-4.197751e-05
1.477200e-09,-1.677906e-07,-3.047977e-05,-4.061127e-05,-4.147191e-05
1.477400e-09,-3.788938e-07,-3.109699e-05,-4.062187e-05,-4.094627e-05
1.477600e-09,-6.275265e-07,-3.177530e-05,-4.063941e-05,-4.039892e-05
1.477800e-09,-9.284998e-07,-3.253843e-05,-4.066439e-05,-3.982743e-05
1.478000e-09,-1.294091e-06,-3.340665e-05,-4.069743e-05,-3.922864e-05
1.478200e-09,-1.733684e-06,-3.439617e-05,-4.073928e-05,-3.859879e-05
1.478400e-09,-2.253720e-06,-3.551887e-05,-4.079082e-05,-3.793364e-05
1.478600e-09,-2.857950e-06,-3.678267e-05,-4.085305e-05,-3.722857e-05
1.478800e-09,-3.547923e-06,-3.819218e-05,-4.092708e-05,-3.647871e-05
1.479000e-09,-4.323681e-06,-3.974971e-05,-4.101411e-05,-3.567902e-05
1.479200e-09,-5.184577e-06,-4.145642e-05,-4.111544e-05,-3.482434e-05
1.479400e-09,-6.130138e-06,-4.331355e-05,-4.123247e-05,-3.390938e-05
1.479600e-09,-7.160909e-06,-4.532366e-05,-4.136664e-05,-3.292877e-05
1.479800e-09,-8.279219e-06,-4.749175e-05,-4.151951e-05,-3.187693e-05
1.480000e-09,-9.489820e-06,-4.982629e-05,-4.169268e-05,-3.074806e-05
1.480200e-09,-1.080041e-05,-5.234008e-05,-4.188785e-05,-2.953595e-05
1.480400e-09,-1.222200e-05,-5.505084e-05,-4.210682e-05,-2.823392e-05
1.480600e-09,-1.376925e-05,-5.798171e-05,-4.235149e-05,-2.683460e-05
1.480800e-09,-1.546066e-05,-6.116147e-05,-4.262387e-05,-2.532978e-05
1.481000e-09,-1.731880e-05,-6.462463e-05,-4.292611e-05,-2.371029e-05
1.481200e-09,-1.937043e-05,-6.841126e-05,-4.326048e-05,-2.196577e-05
1.481400e-09,-2.164672e-05,-7.256659e-05,-4.362934e-05,-2.008460e-05
1.481600e-09,-2.418332e-05,-7.714029e-05,-4.403507e-05,-1.805380e-05
1.481800e-09,-2.702042e-05,-8.218518e-05,-4.447998e-05,-1.585896e-05
1.482000e-09,-3.020262e-05,-8.775525e-05,-4.496613e-05,-1.348438e-05
1.482200e-09,-3.377847e-05,-9.390236e-05,-4.549502e-05,-1.091322e-05
1.482400e-09,-3.779946e-05,-1.006712e-04,-4.606726e-05,-8.128004e-06
1.482600e-09,-4.231809e-05,-1.080915e-04,-4.668189e-05,-5.111318e-06
1.482800e-09,-4.738446e-05,-1.161671e-04,-4.733561e-05,-1.847064e-06
1.483000e-09,-5.304073e-05,-1.248597e-04,-4.802157e-05,1.677728e-06
1.483200e-09,-5.931240e-05,-1.340677e-04,-4.872794e-05,5.470273e-06
1.483400e-09,-6.619545e-05,-1.435997e-04,-4.943596e-05,9.528446e-06
1.483600e-09,-7.363817e-05,-1.531432e-04,-5.011781e-05,1.383619e-05
1.483800e-09,-8.151714e-05,-1.622358e-04,-5.073454e-05,1.835813e-05
1.484000e-09,-8.960782e-05,-1.702459e-04,-5.123446e-05,2.303393e-05
1.484200e-09,-9.755244e-05,-1.763792e-04,-5.155342e-05,2.777391e-05
1.484400e-09,-1.048313e-04,-1.797295e-04,-5.161794e-05,3.245762e-05
1.484600e-09,-1.107472e-04,-1.793856e-04,-5.135321e-05,3.693833e-05
1.484800e-09,-1.144373e-04,-1.745944e-04,-5.069661e-05,4.105535e-05
1.485000e-09,-1.149246e-04,-1.649484e-04,-4.961642e-05,4.465497e-05
1.485200e-09,-1.112207e-04,-1.505359e-04,-4.813244e-05,4.761720e-05
1.485400e-09,-1.024749e-04,-1.319838e-04,-4.633257e-05,4.988196e-05
1.485600e-09,-8.815335e-05,-1.103459e-04,-4.437793e-05,5.146556e-05
1.485800e-09,-6.821372e-05,-8.685722e-05,-4.249031e-05,5.245935e-05
1.486000e-09,-4.323153e-05,-6.264264e-05,-4.092068e-05,5.300758e-05
1.486200e-09,-1.443909e-05,-3.849883e-05,-3.990371e-05,5.326853e-05
1.486400e-09,1.634733e-05,-1.484466e-05,-3.960912e-05,5.337038e-05
1.486600e-09,4.690913e-05,8.141805e-06,-4.010296e-05,5.337578e-05
1.486800e-09,7.488804e-05,3.026447e-05,-4.132980e-05,5.326684e-05
1.487000e-09,9.808652e-05,5.104519e-05,-4.312112e-05,5.295585e-05
1.487200e-09,1.147588e-04,6.957015e-05,-4.522815e-05,5.231857e-05
1.487400e-09,1.238472e-04,8.451238e-05,-4.737143e-05,5.124096e-05
1.487600e-09,1.251185e-04,9.432615e-05,-4.929584e-05,4.966638e-05
1.487800e-09,1.191564e-04,9.755007e-05,-5.081859e-05,4.763101e-05
