time,"I(RINA)","I(RINB)","I(RINC)","I(LQ|XCOUT)","I(LQ|XSUM)"
2.535000e-09,-5.002961e-06,-5.002961e-06,-5.002713e-06,1.325976e-05,-2.785507e-05
2.535200e-09,-5.003315e-06,-5.003315e-06,-5.003098e-06,8.969691e-06,-2.904213e-05
2.535400e-09,-5.003698e-06,-5.003698e-06,-5.003527e-06,4.559552e-06,-2.956441e-05
2.535600e-09,-5.004078e-06,-5.004078e-06,-5.003965e-06,1.421109e-07,-2.938773e-05
2.535800e-09,-5.004432e-06,-5.004432e-06,-5.004381e-06,-4.151457e-06,-2.849208e-05
2.536000e-09,-5.004746e-06,-5.004746e-06,-5.004760e-06,-8.183789e-06,-2.687551e-05
2.536200e-09,-5.005022e-06,-5.005022e-06,-5.005099e-06,-1.182427e-05,-2.455732e-05
2.536400e-09,-5.005273e-06,-5.005273e-06,-5.005411e-06,-1.495897e-05,-2.158121e-05
2.536600e-09,-5.005521e-06,-5.005521e-06,-5.005718e-06,-1.749524e-05,-1.801946e-05
2.536800e-09,-5.005793e-06,-5.005793e-06,-5.006047e-06,-1.936128e-05,-1.397867e-05
2.537000e-09,-5.006112e-06,-5.006112e-06,-5.006421e-06,-2.050319e-05,-9.605115e-06
2.537200e-09,-5.006491e-06,-5.006491e-06,-5.006852e-06,-2.088254e-05,-5.085696e-06
2.537400e-09,-5.006930e-06,-5.006930e-06,-5.007340e-06,-2.047690e-05,-6.398095e-07
2.537600e-09,-5.007413e-06,-5.007413e-06,-5.007866e-06,-1.928409e-05,3.499076e-06
2.537800e-09,-5.007912e-06,-5.007912e-06,-5.008397e-06,-1.732902e-05,7.108071e-06
2.538000e-09,-5.008383e-06,-5.008383e-06,-5.008885e-06,-1.467126e-05,9.997823e-06
2.538200e-09,-5.008778e-06,-5.008778e-06,-5.009276e-06,-1.141129e-05,1.202686e-05
2.538400e-09,-5.009046e-06,-5.009046e-06,-5.009509e-06,-7.693088e-06,1.310555e-05
2.538600e-09,-5.009137e-06,-5.009137e-06,-5.009530e-06,-3.701452e-06,1.319365e-05
2.538800e-09,-5.009006e-06,-5.009006e-06,-5.009287e-06,3.475130e-07,1.229772e-05
2.539000e-09,-5.008621e-06,-5.008621e-06,-5.008746e-06,4.222691e-06,1.047338e-05
2.539200e-09,-5.007960e-06,-5.007960e-06,-5.007887e-06,7.698575e-06,7.832096e-06
2.539400e-09,-5.007019e-06,-5.007019e-06,-5.006714e-06,1.057561e-05,4.547298e-06
2.539600e-09,-5.005812e-06,-5.005812e-06,-5.005255e-06,1.269547e-05,8.518162e-07
2.539800e-09,-5.004377e-06,-5.004377e-06,-5.003570e-06,1.394884e-05,-2.978417e-06
2.540000e-09,-5.002775e-06,-5.002775e-06,-5.001743e-06,1.427699e-05,-6.652732e-06
2.540200e-09,-5.001089e-06,-5.001089e-06,-4.999884e-06,1.367092e-05,-9.897834e-06
2.540400e-09,-4.999421e-06,-4.999421e-06,-4.998119e-06,1.217212e-05,-1.248384e-05
2.540600e-09,-4.997886e-06,-4.997886e-06,-4.996579e-06,9.876232e-06,-1.423887e-05
2.540800e-09,-4.996597e-06,-4.996597e-06,-4.995389e-06,6.937019e-06,-1.505347e-05
2.541000e-09,-4.995658e-06,-4.995658e-06,-4.994648e-06,3.565164e-06,-1.488074e-05
2.541200e-09,-4.995149e-06,-4.995149e-06,-4.994421e-06,1.655939e-08,-1.373797e-05
2.541400e-09,-4.995114e-06,-4.995114e-06,-4.994726e-06,-3.430806e-06,-1.171153e-05
2.541600e-09,-4.995553e-06,-4.995553e-06,-4.995531e-06,-6.506472e-06,-8.961837e-06
2.541800e-09,-4.996426e-06,-4.996426e-06,-4.996758e-06,-8.975461e-06,-5.721139e-06
2.542000e-09,-4.997651e-06,-4.997651e-06,-4.998293e-06,-1.065800e-05,-2.278258e-06
2.542200e-09,-4.999116e-06,-4.999116e-06,-4.999996e-06,-1.143953e-05,1.050596e-06
2.542400e-09,-5.000692e-06,-5.000692e-06,-5.001723e-06,-1.127434e-05,3.958884e-06
2.542600e-09,-5.002247e-06,-5.002247e-06,-5.003332e-06,-1.018745e-05,6.185092e-06
2.542800e-09,-5.003656e-06,-5.003656e-06,-5.004702e-06,-8.276864e-06,7.538790e-06
2.543000e-09,-5.004813e-06,-5.004813e-06,-5.005737e-06,-5.713844e-06,7.915316e-06
2.543200e-09,-5.005636e-06,-5.005636e-06,-5.006368e-06,-2.735438e-06,7.301865e-06
2.543400e-09,-5.006070e-06,-5.006070e-06,-5.006558e-06,3.750084e-07,5.778625e-06
2.543600e-09,-5.006086e-06,-5.006086e-06,-5.006296e-06,3.318594e-06,3.515563e-06
2.543800e-09,-5.005685e-06,-5.005685e-06,-5.005599e-06,5.816057e-06,7.613600e-07
2.544000e-09,-5.004894e-06,-5.004894e-06,-5.004514e-06,7.638607e-06,-2.179863e-06
2.544200e-09,-5.003766e-06,-5.003766e-06,-5.003115e-06,8.628773e-06,-4.984137e-06
2.544400e-09,-5.002383e-06,-5.002383e-06,-5.001507e-06,8.711117e-06,-7.348921e-06
2.544600e-09,-5.000853e-06,-5.000853e-06,-4.999820e-06,7.896308e-06,-9.029879e-06
2.544800e-09,-4.999304e-06,-4.999304e-06,-4.998202e-06,6.281421e-06,-9.865566e-06
2.545000e-09,-4.997879e-06,-4.997879e-06,-4.996811e-06,4.045578e-06,-9.788916e-06
2.545200e-09,-4.996719e-06,-4.996719e-06,-4.995794e-06,1.436775e-06,-8.829453e-06
2.545400e-09,-4.995949e-06,-4.995949e-06,-4.995268e-06,-1.253434e-06,-7.110235e-06
2.545600e-09,-4.995659e-06,-4.995659e-06,-4.995303e-06,-3.725532e-06,-4.839331e-06
2.545800e-09,-4.995891e-06,-4.995891e-06,-4.995905e-06,-5.710403e-06,-2.291628e-06
2.546000e-09,-4.996628e-06,-4.996628e-06,-4.997014e-06,-7.001481e-06,2.223611e-07
2.546200e-09,-4.997790e-06,-4.997790e-06,-4.998502e-06,-7.475411e-06,2.397885e-06
2.546400e-09,-4.999244e-06,-4.999244e-06,-5.000195e-06,-7.101440e-06,3.978388e-06
2.546600e-09,-5.000818e-06,-5.000818e-06,-5.001887e-06,-5.942608e-06,4.788871e-06
2.546800e-09,-5.002323e-06,-5.002323e-06,-5.003372e-06,-4.150419e-06,4.754886e-06
2.547000e-09,-5.003578e-06,-5.003578e-06,-5.004472e-06,-1.951239e-06,3.907880e-06
2.547200e-09,-5.004432e-06,-5.004432e-06,-5.005057e-06,3.785083e-07,2.379887e-06
2.547400e-09,-5.004787e-06,-5.004787e-06,-5.005068e-06,2.547863e-06,3.885541e-07
2.547600e-09,-5.004611e-06,-5.004611e-06,-5.004518e-06,4.291446e-06,-1.789102e-06
2.547800e-09,-5.003938e-06,-5.003938e-06,-5.003492e-06,5.405076e-06,-3.854315e-06
2.548000e-09,-5.002866e-06,-5.002866e-06,-5.002135e-06,5.769990e-06,-5.530355e-06
2.548200e-09,-5.001541e-06,-5.001541e-06,-5.000630e-06,5.363957e-06,-6.602791e-06
2.548400e-09,-5.000138e-06,-5.000138e-06,-4.999171e-06,4.261269e-06,-6.947455e-06
2.548600e-09,-4.998836e-06,-4.998836e-06,-4.997942e-06,2.623482e-06,-6.542723e-06
2.548800e-09,-4.997796e-06,-4.997796e-06,-4.997089e-06,6.805161e-07,-5.467983e-06
2.549000e-09,-4.997139e-06,-4.997139e-06,-4.996701e-06,-1.298895e-06,-3.891419e-06
2.549200e-09,-4.996929e-06,-4.996929e-06,-4.996804e-06,-3.045188e-06,-2.048135e-06
2.549400e-09,-4.997171e-06,-4.997171e-06,-4.997356e-06,-4.327557e-06,-2.082788e-07
2.549600e-09,-4.997807e-06,-4.997807e-06,-4.998256e-06,-4.986554e-06,1.362778e-06
2.549800e-09,-4.998729e-06,-4.998729e-06,-4.999362e-06,-4.953821e-06,2.445494e-06
2.550000e-09,-4.999793e-06,-4.999793e-06,-5.000510e-06,-4.257838e-06,2.899468e-06
2.550200e-09,-5.000847e-06,-5.000847e-06,-5.001539e-06,-3.017503e-06,2.682361e-06
2.550400e-09,-5.001745e-06,-5.001745e-06,-5.002315e-06,-1.425295e-06,1.852734e-06
2.550600e-09,-5.002374e-06,-5.002374e-06,-5.002748e-06,2.793840e-07,5.586245e-07
2.550800e-09,-5.002665e-06,-5.002665e-06,-5.002800e-06,1.845144e-06,-9.856737e-07
2.551000e-09,-5.002600e-06,-5.002600e-06,-5.002494e-06,3.047027e-06,-2.532512e-06
2.551200e-09,-5.002217e-06,-5.002217e-06,-5.001899e-06,3.720885e-06,-3.840049e-06
2.551400e-09,-5.001594e-06,-5.001594e-06,-5.001125e-06,3.786737e-06,-4.711360e-06
2.551600e-09,-5.000841e-06,-5.000841e-06,-5.000300e-06,3.257720e-06,-5.025544e-06
2.551800e-09,-5.000080e-06,-5.000080e-06,-4.999552e-06,2.235035e-06,-4.754668e-06
2.552000e-09,-4.999425e-06,-4.999425e-06,-4.998985e-06,8.909943e-07,-3.964503e-06
2.552200e-09,-4.998965e-06,-4.998965e-06,-4.998672e-06,-5.576443e-07,-2.800746e-06
2.552400e-09,-4.998753e-06,-4.998753e-06,-4.998639e-06,-1.883391e-06,-1.463954e-06
2.552600e-09,-4.998797e-06,-4.998797e-06,-4.998864e-06,-2.884224e-06,-1.766452e-07
2.552800e-09,-4.999066e-06,-4.999066e-06,-4.999286e-06,-3.415759e-06,8.532494e-07
2.553000e-09,-4.999489e-06,-4.999489e-06,-4.999814e-06,-3.413017e-06,1.466835e-06
2.553200e-09,-4.999979e-06,-4.999979e-06,-5.000345e-06,-2.898130e-06,1.580079e-06
2.553400e-09,-5.000442e-06,-5.000442e-06,-5.000783e-06,-1.973763e-06,1.195928e-06
2.553600e-09,-5.000795e-06,-5.000795e-06,-5.001053e-06,-8.044100e-07,4.009019e-07
2.553800e-09,-5.000981e-06,-5.000981e-06,-5.001118e-06,4.112635e-07,-6.523116e-07
2.554000e-09,-5.000980e-06,-5.000980e-06,-5.000979e-06,1.473233e-06,-1.772648e-06
2.554200e-09,-5.000809e-06,-5.000809e-06,-5.000678e-06,2.213157e-06,-2.764181e-06
2.554400e-09,-5.000515e-06,-5.000515e-06,-5.000287e-06,2.521867e-06,-3.460000e-06
2.554600e-09,-5.000172e-06,-5.000172e-06,-4.999893e-06,2.366103e-06,-3.750644e-06
2.554800e-09,-4.999857e-06,-4.999857e-06,-4.999581e-06,1.791606e-06,-3.601789e-06
2.555000e-09,-4.999640e-06,-4.999640e-06,-4.999417e-06,9.126473e-07,-3.057905e-06
2.555200e-09,-4.999568e-06,-4.999568e-06,-4.999437e-06,-1.094969e-07,-2.231593e-06
2.555400e-09,-4.999657e-06,-4.999657e-06,-4.999634e-06,-1.095220e-06,-1.281126e-06
2.555600e-09,-4.999886e-06,-4.999886e-06,-4.999968e-06,-1.877702e-06,-3.807036e-07
2.555800e-09,-5.000204e-06,-5.000204e-06,-5.000367e-06,-2.331317e-06,3.112061e-07
2.556000e-09,-5.000539e-06,-5.000539e-06,-5.000743e-06,-2.392302e-06,6.798682e-07
2.556200e-09,-5.000813e-06,-5.000813e-06,-5.001012e-06,-2.067956e-06,6.736799e-07
2.556400e-09,-5.000960e-06,-5.000960e-06,-5.001111e-06,-1.432869e-06,3.114809e-07
2.556600e-09,-5.000939e-06,-5.000939e-06,-5.001009e-06,-6.133022e-07,-3.234072e-07
2.556800e-09,-5.000741e-06,-5.000741e-06,-5.000716e-06,2.370267e-07,-1.100948e-06
2.557000e-09,-5.000397e-06,-5.000397e-06,-5.000283e-06,9.651931e-07,-1.870228e-06
2.557200e-09,-4.999969e-06,-4.999969e-06,-4.999790e-06,1.446322e-06,-2.488235e-06
2.557400e-09,-4.999539e-06,-4.999539e-06,-4.999334e-06,1.605057e-06,-2.846157e-06
2.557600e-09,-4.999193e-06,-4.999193e-06,-4.999006e-06,1.427468e-06,-2.888435e-06
2.557800e-09,-4.999006e-06,-4.999006e-06,-4.998876e-06,9.613703e-07,-2.621222e-06
2.558000e-09,-4.999023e-06,-4.999023e-06,-4.998977e-06,3.052616e-07,-2.108934e-06
2.558200e-09,-4.999249e-06,-4.999249e-06,-4.999295e-06,-4.117312e-07,-1.459796e-06
2.558400e-09,-4.999648e-06,-4.999648e-06,-4.999775e-06,-1.054858e-06,-8.034626e-07
2.558600e-09,-5.000150e-06,-5.000150e-06,-5.000328e-06,-1.508895e-06,-2.652808e-07
2.558800e-09,-5.000661e-06,-5.000661e-06,-5.000848e-06,-1.698781e-06,5.766918e-08
2.559000e-09,-5.001084e-06,-5.001084e-06,-5.001235e-06,-1.602079e-06,1.141541e-07
2.559200e-09,-5.001335e-06,-5.001335e-06,-5.001412e-06,-1.251151e-06,-9.319001e-08
2.559400e-09,-5.001363e-06,-5.001363e-06,-5.001342e-06,-7.249416e-07,-5.106177e-07
2.559600e-09,-5.001159e-06,-5.001159e-06,-5.001037e-06,-1.321782e-07,-1.045924e-06
2.559800e-09,-5.000757e-06,-5.000757e-06,-5.000552e-06,4.105054e-07,-1.588173e-06
2.560000e-09,-5.000231e-06,-5.000231e-06,-4.999981e-06,8.011598e-07,-2.030350e-06
2.560200e-09,-4.999680e-06,-4.999680e-06,-4.999432e-06,9.714347e-07,-2.290317e-06
2.560400e-09,-4.999206e-06,-4.999206e-06,-4.999009e-06,8.983196e-07,-2.325939e-06
2.560600e-09,-4.998899e-06,-4.998899e-06,-4.998794e-06,6.067122e-07,-2.141631e-06
2.560800e-09,-4.998814e-06,-4.998814e-06,-4.998824e-06,1.626346e-07,-1.785362e-06
2.561000e-09,-4.998965e-06,-4.998965e-06,-4.999091e-06,-3.412839e-07,-1.337102e-06
2.561200e-09,-4.999320e-06,-4.999320e-06,-4.999539e-06,-8.049696e-07,-8.913317e-07
2.561400e-09,-4.999808e-06,-4.999808e-06,-5.000077e-06,-1.140785e-06,-5.373594e-07
2.561600e-09,-5.000332e-06,-5.000332e-06,-5.000599e-06,-1.290172e-06,-3.415179e-07
2.561800e-09,-5.000791e-06,-5.000791e-06,-5.001003e-06,-1.233888e-06,-3.348066e-07
2.562000e-09,-5.001100e-06,-5.001100e-06,-5.001210e-06,-9.940823e-07,-5.082832e-07
2.562200e-09,-5.001202e-06,-5.001202e-06,-5.001185e-06,-6.281051e-07,-8.168186e-07
2.562400e-09,-5.001083e-06,-5.001083e-06,-5.000937e-06,-2.156054e-07,-1.190087e-06
2.562600e-09,-5.000774e-06,-5.000774e-06,-5.000520e-06,1.582775e-07,-1.548216e-06
2.562800e-09,-5.000340e-06,-5.000340e-06,-5.000019e-06,4.201208e-07,-1.818683e-06
2.563000e-09,-4.999869e-06,-4.999869e-06,-4.999535e-06,5.223487e-07,-1.950896e-06
2.563200e-09,-4.999455e-06,-4.999455e-06,-4.999161e-06,4.515618e-07,-1.925552e-06
2.563400e-09,-4.999174e-06,-4.999174e-06,-4.998966e-06,2.296218e-07,-1.757067e-06
2.563600e-09,-4.999074e-06,-4.999074e-06,-4.998978e-06,-9.242286e-08,-1.488862e-06
2.563800e-09,-4.999164e-06,-4.999164e-06,-4.999185e-06,-4.460398e-07,-1.182849e-06
2.564000e-09,-4.999413e-06,-4.999413e-06,-4.999534e-06,-7.599342e-07,-9.055576e-07
2.564200e-09,-4.999761e-06,-4.999761e-06,-4.999945e-06,-9.746654e-07,-7.139829e-07
2.564400e-09,-5.000128e-06,-5.000128e-06,-5.000328e-06,-1.054180e-06,-6.441384e-07
2.564600e-09,-5.000436e-06,-5.000436e-06,-5.000603e-06,-9.920353e-07,-7.045987e-07
2.564800e-09,-5.000623e-06,-5.000623e-06,-5.000717e-06,-8.112631e-07,-8.761583e-07
2.565000e-09,-5.000655e-06,-5.000655e-06,-5.000650e-06,-5.581950e-07,-1.117380e-06
2.565200e-09,-5.000532e-06,-5.000532e-06,-5.000425e-06,-2.917805e-07,-1.374567e-06
2.565400e-09,-5.000289e-06,-5.000289e-06,-5.000095e-06,-7.081538e-08,-1.593812e-06
2.565600e-09,-4.999984e-06,-4.999984e-06,-4.999733e-06,5.818633e-08,-1.732455e-06
2.565800e-09,-4.999684e-06,-4.999684e-06,-4.999417e-06,6.998999e-08,-1.767540e-06
2.566000e-09,-4.999452e-06,-4.999452e-06,-4.999211e-06,-3.521660e-08,-1.699612e-06
2.566200e-09,-4.999334e-06,-4.999334e-06,-4.999155e-06,-2.331713e-07,-1.551297e-06
2.566400e-09,-4.999343e-06,-4.999343e-06,-4.999252e-06,-4.818374e-07,-1.361226e-06
2.566600e-09,-4.999467e-06,-4.999467e-06,-4.999474e-06,-7.311004e-07,-1.174858e-06
2.566800e-09,-4.999664e-06,-4.999664e-06,-4.999766e-06,-9.336652e-07,-1.034340e-06
2.567000e-09,-4.999876e-06,-4.999876e-06,-5.000063e-06,-1.054806e-06,-9.696314e-07
2.567200e-09,-5.000045e-06,-5.000045e-06,-5.000301e-06,-1.078976e-06,-9.927610e-07
2.567400e-09,-5.000124e-06,-5.000124e-06,-5.000431e-06,-1.012031e-06,-1.096266e-06
2.567600e-09,-5.000087e-06,-5.000087e-06,-5.000432e-06,-8.788268e-07,-1.255934e-06
2.567800e-09,-4.999940e-06,-4.999940e-06,-5.000315e-06,-7.169069e-07,-1.437013e-06
2.568000e-09,-4.999714e-06,-4.999714e-06,-5.000115e-06,-5.678213e-07,-1.602327e-06
2.568200e-09,-4.999467e-06,-4.999467e-06,-4.999887e-06,-4.680281e-07,-1.720447e-06
2.568400e-09,-4.999261e-06,-4.999261e-06,-4.999689e-06,-4.413332e-07,-1.772116e-06
2.568600e-09,-4.999158e-06,-4.999158e-06,-4.999574e-06,-4.944012e-07,-1.753638e-06
2.568800e-09,-4.999201e-06,-4.999201e-06,-4.999571e-06,-6.161406e-07,-1.676672e-06
2.569000e-09,-4.999407e-06,-4.999407e-06,-4.999687e-06,-7.809061e-07,-1.564679e-06
2.569200e-09,-4.999758e-06,-4.999758e-06,-4.999898e-06,-9.546441e-07,-1.447017e-06
2.569400e-09,-5.000208e-06,-5.000208e-06,-5.000160e-06,-1.102528e-06,-1.352114e-06
2.569600e-09,-5.000687e-06,-5.000687e-06,-5.000416e-06,-1.196379e-06,-1.301278e-06
2.569800e-09,-5.001117e-06,-5.001117e-06,-5.000612e-06,-1.220307e-06,-1.304479e-06
2.570000e-09,-5.001422e-06,-5.001422e-06,-5.000702e-06,-1.173460e-06,-1.358920e-06
2.570200e-09,-5.001546e-06,-5.001546e-06,-5.000666e-06,-1.069458e-06,-1.450528e-06
2.570400e-09,-5.001461e-06,-5.001461e-06,-5.000507e-06,-9.327991e-07,-1.557867e-06
2.570600e-09,-5.001172e-06,-5.001172e-06,-5.000255e-06,-7.931687e-07,-1.657437e-06
2.570800e-09,-5.000717e-06,-5.000717e-06,-4.999956e-06,-6.789825e-07,-1.729107e-06
2.571000e-09,-5.000161e-06,-5.000161e-06,-4.999667e-06,-6.115680e-07,-1.760441e-06
2.571200e-09,-4.999583e-06,-4.999583e-06,-4.999439e-06,-6.011949e-07,-1.749034e-06
2.571400e-09,-4.999062e-06,-4.999062e-06,-4.999312e-06,-6.456884e-07,-1.702438e-06
2.571600e-09,-4.998667e-06,-4.998667e-06,-4.999304e-06,-7.317663e-07,-1.635864e-06
2.571800e-09,-4.998446e-06,-4.998446e-06,-4.999410e-06,-8.386464e-07,-1.568284e-06
2.572000e-09,-4.998419e-06,-4.998419e-06,-4.999602e-06,-9.430108e-07,-1.517924e-06
2.572200e-09,-4.998577e-06,-4.998577e-06,-4.999841e-06,-1.024173e-06,-1.498179e-06
2.572400e-09,-4.998888e-06,-4.998888e-06,-5.000079e-06,-1.068321e-06,-1.514833e-06
2.572600e-09,-4.999304e-06,-4.999304e-06,-5.000276e-06,-1.070976e-06,-1.565143e-06
2.572800e-09,-4.999768e-06,-4.999768e-06,-5.000401e-06,-1.037235e-06,-1.638858e-06
2.573000e-09,-5.000227e-06,-5.000227e-06,-5.000443e-06,-9.799037e-07,-1.720847e-06
2.573200e-09,-5.000635e-06,-5.000635e-06,-5.000409e-06,-9.160408e-07,-1.794646e-06
2.573400e-09,-5.000957e-06,-5.000957e-06,-5.000320e-06,-8.627899e-07,-1.846086e-06
2.573600e-09,-5.001173e-06,-5.001173e-06,-5.000204e-06,-8.334599e-07,-1.866205e-06
2.573800e-09,-5.001277e-06,-5.001277e-06,-5.000092e-06,-8.347108e-07,-1.852855e-06
2.574000e-09,-5.001268e-06,-5.001268e-06,-5.000007e-06,-8.654110e-07,-1.810726e-06
2.574200e-09,-5.001155e-06,-5.001155e-06,-4.999961e-06,-9.173260e-07,-1.749914e-06
2.574400e-09,-5.000947e-06,-5.000947e-06,-4.999952e-06,-9.773884e-07,-1.683432e-06
2.574600e-09,-5.000658e-06,-5.000658e-06,-4.999968e-06,-1.030955e-06,-1.624291e-06
2.574800e-09,-5.000305e-06,-5.000305e-06,-4.999989e-06,-1.065275e-06,-1.582823e-06
2.575000e-09,-4.999911e-06,-4.999911e-06,-4.999995e-06,-1.072372e-06,-1.564790e-06
2.575200e-09,-4.999502e-06,-4.999502e-06,-4.999970e-06,-1.050736e-06,-1.570652e-06
2.575400e-09,-4.999113e-06,-4.999113e-06,-4.999910e-06,-1.005483e-06,-1.596031e-06
2.575600e-09,-4.998784e-06,-4.998784e-06,-4.999823e-06,-9.470292e-07,-1.633173e-06
2.575800e-09,-4.998553e-06,-4.998553e-06,-4.999727e-06,-8.886217e-07,-1.672989e-06
2.576000e-09,-4.998456e-06,-4.998456e-06,-4.999646e-06,-8.433333e-07,-1.707187e-06
2.576200e-09,-4.998519e-06,-4.998519e-06,-4.999606e-06,-8.211979e-07,-1.729983e-06
2.576400e-09,-4.998751e-06,-4.998751e-06,-4.999627e-06,-8.271137e-07,-1.739080e-06
2.576600e-09,-4.999140e-06,-4.999140e-06,-4.999718e-06,-8.599417e-07,-1.735738e-06
2.576800e-09,-4.999654e-06,-4.999654e-06,-4.999872e-06,-9.129429e-07,-1.724023e-06
2.577000e-09,-5.000238e-06,-5.000238e-06,-5.000072e-06,-9.754005e-07,-1.709474e-06
2.577200e-09,-5.000825e-06,-5.000825e-06,-5.000286e-06,-1.035024e-06,-1.697563e-06
2.577400e-09,-5.001341e-06,-5.001341e-06,-5.000478e-06,-1.080580e-06,-1.692316e-06
2.577600e-09,-5.001716e-06,-5.001716e-06,-5.000612e-06,-1.104174e-06,-1.695409e-06
2.577800e-09,-5.001894e-06,-5.001894e-06,-5.000661e-06,-1.102715e-06,-1.705921e-06
2.578000e-09,-5.001843e-06,-5.001843e-06,-5.000610e-06,-1.078294e-06,-1.720746e-06
2.578200e-09,-5.001558e-06,-5.001558e-06,-5.000462e-06,-1.037457e-06,-1.735526e-06
2.578400e-09,-5.001069e-06,-5.001069e-06,-5.000235e-06,-9.895831e-07,-1.745840e-06
2.578600e-09,-5.000432e-06,-5.000432e-06,-4.999962e-06,-9.447849e-07,-1.748360e-06
2.578800e-09,-4.999725e-06,-4.999725e-06,-4.999683e-06,-9.117822e-07,-1.741699e-06
2.579000e-09,-4.999039e-06,-4.999039e-06,-4.999439e-06,-8.962193e-07,-1.726762e-06
2.579200e-09,-4.998460e-06,-4.998460e-06,-4.999269e-06,-8.997421e-07,-1.706544e-06
2.579400e-09,-4.998063e-06,-4.998063e-06,-4.999196e-06,-9.199818e-07,-1.685449e-06
2.579600e-09,-4.997898e-06,-4.997898e-06,-4.999232e-06,-9.513810e-07,-1.668298e-06
2.579800e-09,-4.997984e-06,-4.997984e-06,-4.999370e-06,-9.866245e-07,-1.659264e-06
2.580000e-09,-4.998307e-06,-4.998307e-06,-4.999588e-06,-1.018323e-06,-1.660976e-06
2.580200e-09,-4.998822e-06,-4.998822e-06,-4.999855e-06,-1.040568e-06,-1.673972e-06
2.580400e-09,-4.999464e-06,-4.999464e-06,-5.000133e-06,-1.050041e-06,-1.696616e-06
2.580600e-09,-5.000151e-06,-5.000151e-06,-5.000388e-06,-1.046466e-06,-1.725467e-06
2.580800e-09,-5.000800e-06,-5.000800e-06,-5.000587e-06,-1.032373e-06,-1.755998e-06
2.581000e-09,-5.001338e-06,-5.001338e-06,-5.000711e-06,-1.012269e-06,-1.783500e-06
2.581200e-09,-5.001706e-06,-5.001706e-06,-5.000750e-06,-9.914668e-07,-1.803973e-06
2.581400e-09,-5.001871e-06,-5.001871e-06,-5.000707e-06,-9.748357e-07,-1.814819e-06
2.581600e-09,-5.001823e-06,-5.001823e-06,-5.000593e-06,-9.657759e-07,-1.815220e-06
2.581800e-09,-5.001579e-06,-5.001579e-06,-5.000428e-06,-9.656108e-07,-1.806137e-06
2.582000e-09,-5.001175e-06,-5.001175e-06,-5.000232e-06,-9.735023e-07,-1.789967e-06
2.582200e-09,-5.000664e-06,-5.000664e-06,-5.000028e-06,-9.868597e-07,-1.769961e-06
2.582400e-09,-5.000106e-06,-5.000106e-06,-4.999835e-06,-1.002108e-06,-1.749531e-06
2.582600e-09,-4.999563e-06,-4.999563e-06,-4.999670e-06,-1.015606e-06,-1.731597e-06
2.582800e-09,-4.999092e-06,-4.999092e-06,-4.999543e-06,-1.024502e-06,-1.718102e-06
2.583000e-09,-4.998738e-06,-4.998738e-06,-4.999463e-06,-1.027319e-06,-1.709772e-06
2.583200e-09,-4.998529e-06,-4.998529e-06,-4.999434e-06,-1.024177e-06,-1.706138e-06
2.583400e-09,-4.998478e-06,-4.998478e-06,-4.999456e-06,-1.016608e-06,-1.705796e-06
2.583600e-09,-4.998578e-06,-4.998578e-06,-4.999525e-06,-1.007060e-06,-1.706807e-06
2.583800e-09,-4.998808e-06,-4.998808e-06,-4.999636e-06,-9.982140e-07,-1.707166e-06
2.584000e-09,-4.999134e-06,-4.999134e-06,-4.999782e-06,-9.922977e-07,-1.705222e-06
2.584200e-09,-4.999514e-06,-4.999514e-06,-4.999950e-06,-9.905563e-07,-1.699968e-06
2.584400e-09,-4.999905e-06,-4.999905e-06,-5.000128e-06,-9.929952e-07,-1.691179e-06
2.584600e-09,-5.000269e-06,-5.000269e-06,-5.000305e-06,-9.984403e-07,-1.679365e-06
2.584800e-09,-5.000573e-06,-5.000573e-06,-5.000467e-06,-1.004883e-06,-1.665595e-06
2.585000e-09,-5.000797e-06,-5.000797e-06,-5.000605e-06,-1.010013e-06,-1.651222e-06
2.585200e-09,-5.000933e-06,-5.000933e-06,-5.000708e-06,-1.011804e-06,-1.637598e-06
2.585400e-09,-5.000981e-06,-5.000981e-06,-5.000772e-06,-1.009009e-06,-1.625823e-06
2.585600e-09,-5.000954e-06,-5.000954e-06,-5.000796e-06,-1.001455e-06,-1.616576e-06
2.585800e-09,-5.000869e-06,-5.000869e-06,-5.000782e-06,-9.900782e-07,-1.610058e-06
2.586000e-09,-5.000743e-06,-5.000743e-06,-5.000734e-06,-9.766982e-07,-1.606034e-06
2.586200e-09,-5.000599e-06,-5.000599e-06,-5.000662e-06,-9.635917e-07,-1.603956e-06
2.586400e-09,-5.000452e-06,-5.000452e-06,-5.000576e-06,-9.529768e-07,-1.603131e-06
2.586600e-09,-5.000317e-06,-5.000317e-06,-5.000486e-06,-9.465226e-07,-1.602887e-06
2.586800e-09,-5.000202e-06,-5.000202e-06,-5.000401e-06,-9.449962e-07,-1.602712e-06
2.587000e-09,-5.000114e-06,-5.000114e-06,-5.000329e-06,-9.481195e-07,-1.602330e-06
2.587200e-09,-5.000052e-06,-5.000052e-06,-5.000274e-06,-9.546625e-07,-1.601718e-06
2.587400e-09,-5.000017e-06,-5.000017e-06,-5.000239e-06,-9.627415e-07,-1.601050e-06
2.587600e-09,-5.000003e-06,-5.000003e-06,-5.000220e-06,-9.702520e-07,-1.600618e-06
2.587800e-09,-5.000007e-06,-5.000007e-06,-5.000212e-06,-9.753348e-07,-1.600714e-06
